V_NUMBER,AD_CTY_NAME,CASE_ID,CASE_REPCODE,INV_CTY_NAME,INV_CTY_CODE,PRODUCT,INIT_DATE,P_DUMP_DATE,P_INJ_DATE,P_DUMP_DEC,P_INJ_DEC,P_AD_DATE,P_AD_MEASURE,F_DUMP_DATE,F_INJ_DATE,F_DUMP_DEC,F_INJ_DEC,F_AD_DATE,F_AD_MEASURE,REVOKE_DATE,REVOKE_YEAR,WTO_F_AD_MEASURE,WTO_F_MARGIN_MIN,WTO_F_MARGIN_MAX,WTO_CITATION,RELATED_CVD,INIT_GP,P_GP,P_AD_DUTY,F_GP,F_AD_DUTY,REVIEW_INIT_GP,CHINA_OFFICIAL_CASE_ID,
Q4_2012,China,CHN-AD-54,CHN-AD-50,Taiwan,TWN,Polyvinyl Chloride ,03/29/2002,05/12/2003,05/12/2003,A,A,05/12/2003,AVD,09/29/2003,09/29/2003,A,A,09/29/2003,AVD,IF,IF,AVD,10.00,25.00,G/ADP/N/112/CHN,.,Public Notice No.15/2002,Public Notice No.11/2003,10-27,Public Notice No.48/2003,10-25,.,0018AC2620020329,
Q4_2012,China,CHN-AD-55,CHN-AD-55,South Korea,KOR,Toluene Diisocyanate ,05/22/2002,06/10/2003,06/10/2003,A,A,06/10/2003,AVD,11/22/2003,11/22/2003,A,A,11/22/2003,AVD,IF,IF,AVD,3.00,5.00,G/ADP/N/112/CHN,.,Public Notice No.22/2002,Public Notice No.21/2003,6-22,Public Notice No.61/2003,3-5,MI,0019AC2620020522 ,
Q4_2012,China,CHN-AD-56,CHN-AD-55,USA,USA,Toluene Diisocyanate ,05/22/2002,06/10/2003,06/10/2003,A,A,06/10/2003,AVD,11/22/2003,11/22/2003,A,A,11/22/2003,AVD,IF,IF,AVD,7.00,28.00,G/ADP/N/112/CHN,.,Public Notice No.22/2002,Public Notice No.21/2003,23-28,Public Notice No.61/2003,7-28,MI,0019AC2620020522 ,
Q4_2012,China,CHN-AD-57,CHN-AD-55,Japan,JPN,Toluene Diisocyanate ,05/22/2002,06/10/2003,06/10/2003,A,A,06/10/2003,AVD,11/22/2003,11/22/2003,A,A,11/22/2003,AVD,IF,IF,AVD,4.00,49.00,G/ADP/N/112/CHN,.,Public Notice No.22/2002,Public Notice No.21/2003,19-49,Public Notice No.61/2003,4-49,MI,0019AC2620020522 ,
Q4_2012,China,CHN-AD-58,CHN-AD-58,South Korea,KOR,Phenol (Hydroxybenzene) and its Salts ,08/01/2002,06/09/2003,06/09/2003,A,A,06/09/2003,AVD,02/01/2004,02/01/2004,A,A,02/01/2004,AVD,IF,IF,AVD,5.00,16.00,G/ADP/N/119/CHN,.,Public Notice No.35/2002,Public Notice No.20/2003,10,Public Notice No.02/2004,5-16,Public Notice No.3/2009,0020AC2620020801 ,
Q4_2012,China,CHN-AD-59,CHN-AD-58,USA,USA,Phenol (Hydroxybenzene) and its Salts ,08/01/2002,06/09/2003,06/09/2003,A,A,06/09/2003,AVD,02/01/2004,02/01/2004,A,A,02/01/2004,AVD,IF,IF,AVD,36.00,36.00,G/ADP/N/119/CHN,.,Public Notice No.35/2002,Public Notice No.20/2003,49-49,Public Notice No.02/2004,36-36,Public Notice No.3/2009,0020AC2620020801 ,
Q4_2012,China,CHN-AD-60,CHN-AD-58,Japan,JPN,Phenol (Hydroxybenzene) and its Salts ,08/01/2002,06/09/2003,06/09/2003,A,A,06/09/2003,AVD,02/01/2004,02/01/2004,A,A,02/01/2004,AVD,IF,IF,AVD,6.00,144.00,G/ADP/N/119/CHN,.,Public Notice No.35/2002,Public Notice No.20/2003,7-144,Public Notice No.02/2004,6-144,Public Notice No.3/2009,0020AC2620020801 ,
Q4_2012,China,CHN-AD-61,CHN-AD-58,Taiwan,TWN,Phenol (Hydroxybenzene) and its Salts ,08/01/2002,06/09/2003,06/09/2003,A,A,06/09/2003,AVD,02/01/2004,02/01/2004,A,A,02/01/2004,AVD,IF,IF,AVD,3.00,19.00,G/ADP/N/119/CHN,.,Public Notice No.35/2002,Public Notice No.20/2003,7-20,Public Notice No.02/2004,3-19,Public Notice No.3/2009,0020AC2620020801 ,
Q4_2012,China,CHN-AD-62,CHN-AD-62,Japan,JPN,Pure MDI Polymeric-MDI,09/20/2002,11/28/2003,11/28/2003,T,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.38/2002,Public Notice No.13/2001,.,.,.,.,0022AC2620020920 ,
Q4_2012,China,CHN-AD-63,CHN-AD-62,South Korea,KOR,Pure MDI Polymeric-MDI,09/20/2002,11/28/2003,11/28/2003,T,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.38/2002,Public Notice No.66/2003,.,.,.,.,0022AC2620020920 ,
Q4_2012,China,CHN-AD-64,CHN-AD-64,USA,USA,Monoethanolamine Diethanolamine and its Salts,05/14/2003,03/25/2004,03/25/2004,A,A,03/25/2004,AVD,11/14/2004,11/14/2004,A,A,11/14/2004,AVD,IF,IF,AVD,20.00,74.00,G/ADP/N/126/CHN,.,Public Notice No.12/2003,Public Notice No.08/2004,32-112,Public Notice No.57/2004,20-70,Public Notice No.90/2009,0023AC2620030514 ,
Q4_2012,China,CHN-AD-65,CHN-AD-64,Mexico,MEX,Monoethanolamine Diethanolamine and its Salts,05/14/2003,03/25/2004,03/25/2004,A,A,03/25/2004,AVD,11/14/2004,11/14/2004,A,A,11/14/2004,AVD,11/14/2009,2009,AVD,74.00,74.00,G/ADP/N/126/CHN,.,Public Notice No.12/2003,Public Notice No.08/2004,21-21,Public Notice No.57/2004,74-74,.,0023AC2620030514 ,
Q4_2012,China,CHN-AD-66,CHN-AD-64,Japan,JPN,Monoethanolamine Diethanolamine and its Salts,05/14/2003,03/25/2004,03/25/2004,A,A,03/25/2004,AVD,11/14/2004,11/14/2004,A,A,11/14/2004,AVD,IF,IF,AVD,74.00,74.00,G/ADP/N/126/CHN,.,Public Notice No.12/2003,Public Notice No.08/2004,137-137,Public Notice No.57/2004,74-74,Public Notice No.90/2009,0023AC2620030514 ,
Q4_2012,China,CHN-AD-67,CHN-AD-64,Taiwan,TWN,Monoethanolamine Diethanolamine and its Salts,05/14/2003,03/25/2004,03/25/2004,A,A,03/25/2004,AVD,11/14/2004,11/14/2004,A,A,11/14/2004,AVD,IF,IF,AVD,20.00,74.00,G/ADP/N/126/CHN,.,Public Notice No.12/2003,Public Notice No.08/2004,23-43,Public Notice No.57/2004,20-74,Public Notice No.90/2009,0023AC2620030514 ,
Q4_2012,China,CHN-AD-68,CHN-AD-64,Iran,IRN,Monoethanolamine Diethanolamine and its Salts,05/14/2003,03/25/2004,03/25/2004,A,A,03/25/2004,AVD,11/14/2004,11/14/2004,A,A,11/14/2004,AVD,11/14/2009,2009,AVD,26.00,32.00,G/ADP/N/126/CHN,.,Public Notice No.12/2003,Public Notice No.08/2004,26-27,Public Notice No.57/2004,26-32,.,0023AC2620030514 ,
Q4_2012,China,CHN-AD-69,CHN-AD-64,Malaysia,MYS,Monoethanolamine Diethanolamine and its Salts,05/14/2003,03/25/2004,03/25/2004,A,A,03/25/2004,AVD,11/14/2004,11/14/2004,A,A,11/14/2004,AVD,IF,IF,AVD,9.00,74.00,G/ADP/N/126/CHN,.,Public Notice No.12/2003,Public Notice No.08/2004,9-40,Public Notice No.57/2004,9-74,Public Notice No.90/2009,0023AC2620030514 ,
Q4_2012,China,CHN-AD-70,CHN-AD-64,Germany,DEU,Monoethanolamine Diethanolamine and its Salts,05/14/2003,03/25/2004,.,T,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
Q4_2012,China,CHN-AD-71,CHN-AD-71,USA,USA,Chloroform (Trichloromethane) ,05/30/2003,04/08/2004,04/08/2004,A,A,04/08/2004,AVD,11/30/2004,11/30/2004,A,A,11/30/2004,AVD,IF,IF,AVD/PU,96.00,96.00,G/ADP/N/126/CHN,.,Public Notice No.15/2003,Public Notice No.09/2004,45-65,Public Notice No.81/2004,96-96,Public Notice No.105/2009,0024AC2620030530 ,
Q4_2012,China,CHN-AD-72,CHN-AD-71,European Union,EUN,Chloroform (Trichloromethane) ,05/30/2003,04/08/2004,04/08/2004,A,A,04/08/2004,AVD,11/30/2004,11/30/2004,A,A,11/30/2004,AVD,IF,IF,AVD/PU,32.00,96.00,G/ADP/N/126/CHN,.,Public Notice No.15/2003,Public Notice No.09/2004,16-59,Public Notice No.81/2004,32-96,Public Notice No.105/2009,0024AC2620030530 ,
Q4_2012,China,CHN-AD-73,CHN-AD-71,India,IND,Chloroform (Trichloromethane) ,05/30/2003,04/08/2004,04/08/2004,A,A,04/08/2004,AVD,11/30/2004,11/30/2004,A,A,11/30/2004,AVD,11/30/2009,2009,AVD,96.00,96.00,G/ADP/N/126/CHN,.,Public Notice No.15/2003,Public Notice No.09/2004,96-96,Public Notice No.81/2004,96-96,.,0024AC2620030530 ,
Q4_2012,China,CHN-AD-74,CHN-AD-71,South Korea,KOR,Chloroform (Trichloromethane) ,05/30/2003,04/08/2004,04/08/2004,A,A,04/08/2004,AVD,11/30/2004,11/30/2004,A,A,11/30/2004,AVD,IF,IF,AVD/PU,96.00,96.00,G/ADP/N/126/CHN,.,Public Notice No.15/2003,Public Notice No.09/2004,45-65,Public Notice No.81/2004,96-96,Public Notice No.105/2009,0024AC2620030530 ,
Q4_2012,China,CHN-AD-75,CHN-AD-75,USA,USA,Dispersion Unshifted Single-Mode Optical Fiber,07/01/2003,06/16/2004,06/16/2004,A,A,06/16/2004,AVD,04/28/2005,04/28/2005,A,A,04/28/2005,AVD,12/31/2009,2009,AVD,1.51,46.00,G/ADP/N/132/CHN,.,Public Notice No.24/2003,Public Notice No.28/2004,16-46,Public Notice No.96/2004,46-46,Public Notice No.107/2009,0025AC3920030701 ,
Q4_2012,China,CHN-AD-76,CHN-AD-75,Japan,JPN,Dispersion Unshifted Single-Mode Optical Fiber,07/01/2003,06/16/2004,06/16/2004,A,A,06/16/2004,AVD,04/28/2005,04/28/2005,A,A,04/28/2005,AVD,IF,IF,AVD,46.00,46.00,G/ADP/N/132/CHN,.,Public Notice No.24/2003,Public Notice No.28/2004,46-46,Public Notice No.96/2004,46-46,Public Notice No.107/2009,0025AC3920030701 ,
Q4_2012,China,CHN-AD-77,CHN-AD-75,South Korea,KOR,Dispersion Unshifted Single-Mode Optical Fiber,07/01/2003,06/16/2004,06/16/2004,A,A,06/16/2004,AVD,04/28/2005,04/28/2005,A,A,04/28/2005,AVD,IF,IF,AVD,7.00,46.00,G/ADP/N/132/CHN,.,Public Notice No.24/2003,Public Notice No.28/2004,7-46,Public Notice No.96/2004,7-46,Public Notice No.107/2009,0025AC3920030701 ,
Q4_2012,China,CHN-AD-78,CHN-AD-78,Taiwan,TWN,Of Nylon or Other Polyamides,10/31/2003,08/27/2004,08/27/2004,A,A,08/27/2004,AVD,04/28/2005,04/28/2005,T,T,.,.,.,.,.,.,.,.,.,Public Notice No.56/2003,Public Notice No.43/2004,0-13,Public Notice No.24/2005,.,.,0026AC2820031031 ,
Q4_2012,China,CHN-AD-79,CHN-AD-79,European Union,EUN,Chloroprene Rubber (CR),11/10/2003,12/01/2004,12/01/2004,A,A,12/01/2004,AVD,04/28/2005,04/28/2005,A,A,04/28/2005,AVD,IF,IF,AVD,11.00,151.00,G/ADP/N/132/CHN,.,Public Notice No.68/2003,Public Notice No.69/2004,32-151,Public Notice No.23/2005,11-151,Public Notice No.25/2010,0027AC2620031110 ,
Q4_2012,China,CHN-AD-80,CHN-AD-79,Japan,JPN,Chloroprene Rubber (CR),11/10/2003,12/01/2004,12/01/2004,A,A,12/01/2004,AVD,04/28/2005,04/28/2005,A,A,04/28/2005,AVD,IF,IF,AVD,2.00,151.00,G/ADP/N/132/CHN,.,Public Notice No.68/2003,Public Notice No.69/2004,0-151,Public Notice No.23/2005,2-151,Public Notice No.25/2010,0027AC2620031110 ,
Q4_2012,China,CHN-AD-81,CHN-AD-79,USA,USA,Chloroprene Rubber (CR),11/10/2003,12/01/2004,12/01/2004,A,A,12/01/2004,AVD,04/28/2005,04/28/2005,A,A,04/28/2005,AVD,IF,IF,AVD,151.00,151.00,G/ADP/N/132/CHN,.,Public Notice No.68/2003,Public Notice No.69/2004,151-151,Public Notice No.23/2005,151-151,Public Notice No.25/2010,0027AC2620031110 ,
Q4_2012,China,CHN-AD-82,CHN-AD-82,South Korea,KOR,Hydrazine and Hydroxylamine and their Inorganic Salts ,12/17/2003,08/03/2004,08/03/2004,A,A,08/03/2004,AVD,06/17/2005,06/17/2005,A,A,06/17/2005,DPU,IF,IF,AVD,28.00,184.00,G/ADP/N/132/CHN,.,Public Notice No.68/2003,Public Notice No.38/2004,28-35,Public Notice No.36/2005,28-184,Public Notice No.94/2006,0028AC2620031217 ,
Q4_2012,China,CHN-AD-83,CHN-AD-82,USA,USA,Hydrazine and Hydroxylamine and their Inorganic Salts ,12/17/2003,08/03/2004,08/03/2004,A,A,08/03/2004,AVD,06/17/2005,06/17/2005,A,A,06/17/2005,DPU,IF,IF,AVD,184.00,184.00,G/ADP/N/132/CHN,.,Public Notice No.68/2003,Public Notice No.38/2004,184-184,Public Notice No.36/2005,184-184,Public Notice No.94/2006,0028AC2620031217 ,
Q4_2012,China,CHN-AD-84,CHN-AD-82,Japan,JPN,Hydrazine and Hydroxylamine and their Inorganic Salts ,12/17/2003,08/03/2004,08/03/2004,A,A,08/03/2004,AVD,06/17/2005,06/17/2005,A,A,06/17/2005,DPU,IF,IF,AVD,184.00,184.00,G/ADP/N/132/CHN,.,Public Notice No.68/2003,Public Notice No.38/2004,108-108,Public Notice No.36/2005,184-184,Public Notice No.94/2006,0028AC2620031217 ,
Q4_2012,China,CHN-AD-85,CHN-AD-82,France,FRA,Hydrazine and Hydroxylamine and Their Inorganic Salts ,12/17/2003,08/03/2004,08/03/2004,A,A,08/03/2004,AVD,06/17/2005,06/17/2005,A,A,06/17/2005,DPU,IF,IF,AVD,68.00,184.00,G/ADP/N/132/CHN,.,Public Notice No.68/2003,Public Notice No.38/2004,118-120,Public Notice No.36/2005,68-184,Public Notice No.94/2006,0028AC2620031217 ,
Q4_2012,China,CHN-AD-86,CHN-AD-86,USA,USA,Unbleached Kraft Liner/Linerboard,03/31/2004,05/31/2005,05/31/2005,A,A,05/31/2005,AVD,09/30/2005,09/30/2005,A,A,09/30/2005,AVD,01/09/2006,2006,AVD,12.90,65.20,G/ADP/N/139/CHN,.,Public Notice No.10/2004,Public Notice No.28/2005,16-65.2,Public Notice No.60/2005,12.9-65.2,.,0029AC2220040331 ,
Q4_2012,China,CHN-AD-87,CHN-AD-86,Taiwan,TWN,Unbleached Kraft Liner/Linerboard,03/31/2004,05/31/2005,05/31/2005,A,A,05/31/2005,AVD,09/30/2005,09/30/2005,A,A,09/30/2005,AVD,01/09/2006,2006,AVD,9.00,65.20,G/ADP/N/139/CHN,.,Public Notice No.10/2004,Public Notice No.28/2005,7.2-65.2,Public Notice No.60/2005,7-65.2,.,0029AC2220040331 ,
Q4_2012,China,CHN-AD-88,CHN-AD-86,Thailand,THA,Unbleached Kraft Liner/Linerboard,03/31/2004,05/31/2005,05/31/2005,A,A,05/31/2005,AVD,09/30/2005,09/30/2005,A,A,09/30/2005,AVD,01/09/2006,2006,AVD,13.20,65.20,G/ADP/N/139/CHN,.,Public Notice No.10/2004,Public Notice No.28/2005,12.8-65.2,Public Notice No.60/2005,13.2-65.2,.,0029AC2220040331 ,
Q4_2012,China,CHN-AD-89,CHN-AD-86,South Korea,KOR,Unbleached Kraft Liner/Linerboard,03/31/2004,05/31/2005,05/31/2005,A,A,05/31/2005,AVD,09/30/2005,09/30/2005,A,A,09/30/2005,AVD,01/09/2006,2006,AVD,11.00,65.20,G/ADP/N/139/CHN,.,Public Notice No.10/2004,Public Notice No.28/2005,11-65.2,Public Notice No.60/2005,11-65.2,.,0029AC2220040331 ,
Q4_2012,China,CHN-AD-90,CHN-AD-90,Japan,JPN,Trichloroethylene ,04/16/2004,01/07/2005,01/07/2005,A,A,01/07/2005,AVD,07/22/2005,07/22/2005,A,A,07/22/2005,AVD,IF,IF,AVD,159.00,159.00,G/ADP/N/139/CHN,.,Public Notice No.19/2004,Public Notice No.101/2004,159-159,Public Notice No.37/2005,159-159,Public Notice No.45/2010,0030AC2620040416,
Q4_2012,China,CHN-AD-91,CHN-AD-90,Russia,RUS,Trichloroethylene ,04/16/2004,01/07/2005,01/07/2005,A,A,01/07/2005,AVD,07/22/2005,07/22/2005,A,A,07/22/2005,AVD,IF,IF,AVD,3.00,159.00,G/ADP/N/139/CHN,.,Public Notice No.19/2004,Public Notice No.101/2004,5-159,Public Notice No.37/2005,3-159,Public Notice No.45/2010,0030AC2620040416,
Q4_2012,China,CHN-AD-92,CHN-AD-92,South Korea,KOR,Bisphenol-A (BPA),05/12/2004,11/07/2005,11/07/2005,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.19/2004,Public Notice No.13/2001,.,.,.,.,0031AC2620040512 ,
Q4_2012,China,CHN-AD-93,CHN-AD-92,Japan,JPN,Bisphenol-A (BPA),05/12/2004,11/07/2005,11/07/2005,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.19/2004,Public Notice No.13/2001,.,.,.,.,0031AC2620040512 ,
Q4_2012,China,CHN-AD-94,CHN-AD-92,Taiwan,TWN,Bisphenol-A (BPA),05/12/2004,11/07/2005,11/07/2005,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.19/2004,Public Notice No.13/2001,.,.,.,.,0031AC2620040512 ,
Q4_2012,China,CHN-AD-95,CHN-AD-92,Singapore,SGP,Bisphenol-A (BPA),05/12/2004,11/07/2005,11/07/2005,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.19/2004,Public Notice No.13/2001,.,.,.,.,0031AC2620040512 ,
Q4_2012,China,CHN-AD-96,CHN-AD-92,Russia,RUS,Bisphenol-A (BPA),05/12/2004,11/07/2005,11/07/2005,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.19/2004,Public Notice No.70/2005,.,.,.,.,0031AC2620040512 ,
Q4_2012,China,CHN-AD-97,CHN-AD-97,USA,USA,Dimethyl Cyclosiloxane or Cyclic Dimethyl Siloxane ,07/16/2004,09/29/2005,09/29/2005,A,A,09/29/2005,AVD,01/16/2006,01/16/2006,A,A,01/16/2006,AVD,01/16/2011,2011,AVD,13.00,22.00,G/ADP/N/145/CHN,.,Public Notice No.36/2004,Public Notice No.46/2005,13-35,Public Notice No.123/2005,13-22,.,0032AC2620040716 ,
Q4_2012,China,CHN-AD-98,CHN-AD-97,Japan,JPN,Dimethyl Cyclosiloxane or Cyclic Dimethyl Siloxane ,07/16/2004,09/29/2005,09/29/2005,A,A,09/29/2005,AVD,01/16/2006,01/16/2006,A,A,01/16/2006,AVD,01/16/2011,2011,AVD,13.00,22.00,G/ADP/N/145/CHN,.,Public Notice No.36/2004,Public Notice No.46/2005,16-35,Public Notice No.123/2005,14-22,.,0032AC2620040716 ,
Q4_2012,China,CHN-AD-99,CHN-AD-97,UK,GBR,Dimethyl Cyclosiloxane or Cyclic Dimethyl Siloxane ,07/16/2004,09/29/2005,09/29/2005,A,A,09/29/2005,AVD,01/16/2006,01/16/2006,A,A,01/16/2006,AVD,01/16/2011,2011,AVD,13.00,22.00,G/ADP/N/145/CHN,.,Public Notice No.36/2004,Public Notice No.46/2005,13-35,Public Notice No.123/2005,13-22,.,0032AC2620040716 ,
Q4_2012,China,CHN-AD-100,CHN-AD-97,Germany,DEU,Dimethyl Cyclosiloxane or Cyclic Dimethyl Siloxane ,07/16/2004,09/29/2005,09/29/2005,A,A,09/29/2005,AVD,01/16/2006,01/16/2006,A,A,01/16/2006,AVD,01/16/2011,2011,AVD,13.00,22.00,G/ADP/N/145/CHN,.,Public Notice No.36/2004,Public Notice No.46/2005,35-35,Public Notice No.123/2005,22-22,.,0032AC2620040716 ,
Q4_2012,China,CHN-AD-101,CHN-AD-101,Netherlands,NLD,Ethylenepropylenenonconjugated Diene Rubber (EPDM) ,08/10/2004,11/16/2005,11/16/2005,A,A,11/16/2005,AVD,02/09/2006,02/09/2006,W,W,.,.,.,.,.,.,.,.,.,Public Notice No.42/2004,Public Notice No.76/2005,6-43,Public Notice No.9/2006,MI,.,0033AC2620040810 ,
Q4_2012,China,CHN-AD-102,CHN-AD-101,USA,USA,Ethylenepropylenenonconjugated Diene Rubber (EPDM) ,08/10/2004,11/16/2005,11/16/2005,A,A,11/16/2005,AVD,02/09/2006,02/09/2006,W,W,.,.,.,.,.,.,.,.,.,Public Notice No.42/2004,Public Notice No.76/2005,3-43,Public Notice No.9/2006,MI,.,0033AC2620040810 ,
Q4_2012,China,CHN-AD-103,CHN-AD-101,South Korea,KOR,Ethylenepropylenenonconjugated Diene Rubber (EPDM) ,08/10/2004,11/16/2005,11/16/2005,A,A,11/16/2005,AVD,02/09/2006,02/09/2006,W,W,.,.,.,.,.,.,.,.,.,Public Notice No.42/2004,Public Notice No.76/2005,11-43,Public Notice No.9/2006,MI,.,0033AC2620040810 ,
Q4_2012,China,CHN-AD-104,CHN-AD-104,European Union,EUN,Benzofuranol 7-Hydroxy or Furan Phenol ,08/12/2004,06/16/2005,06/16/2005,A,A,06/16/2005,AVD,02/12/2006,02/12/2006,A,A,02/12/2006,DPU,02/12/2011,2011,DPU ,113.20,113.20,G/ADP/N/145/CHN,.,Public Notice No.41/2004,Public Notice No.32/2005,113.2,Public Notice No.7/2006,113.2,.,0034AC2620040812 ,
Q4_2012,China,CHN-AD-105,CHN-AD-104,Japan,JPN,Benzofuranol 7-Hydroxy or Furan Phenol ,08/12/2004,06/16/2005,06/16/2005,A,A,06/16/2005,AVD,02/12/2006,02/12/2006,A,A,02/12/2006,DPU,02/12/2011,2011,DPU ,113.20,113.20,G/ADP/N/145/CHN,.,Public Notice No.41/2004,Public Notice No.32/2005,113.2,Public Notice No.7/2006,113.2,.,0034AC2620040812 ,
Q4_2012,China,CHN-AD-106,CHN-AD-104,USA,USA,Benzofuranol 7-Hydroxy or Furan Phenol ,08/12/2004,06/16/2005,06/16/2005,A,A,06/16/2005,AVD,02/12/2006,02/12/2006,A,A,02/12/2006,DPU,02/12/2011,2011,DPU ,44.00,44.00,G/ADP/N/145/CHN,.,Public Notice No.41/2004,Public Notice No.32/2005,74.6-113.2,Public Notice No.7/2006,44-113.2,.,0034AC2620040812 ,
Q4_2012,China,CHN-AD-107,CHN-AD-107,South Korea,KOR,Disodium 5'-Inosinate Disodium 5'-Guanylate Disodium 5’-Ribonucleotide,11/12/2004,08/04/2005,08/04/2005,A,A,08/04/2005,AVD,05/12/2006,05/12/2006,A,A,05/12/2006,AVD,05/12/2011,2011,DPU ,25.00,119.00,G/ADP/N/145/CHN,.,Public Notice No.67/2004,MI,MI,Public Notice No.24/2006,25-119,.,0035AC1420041112 ,
Q4_2012,China,CHN-AD-108,CHN-AD-107,Japan,JPN,Disodium 5'-Inosinate Disodium 5'-Guanylate Disodium 5’-Ribonucleotide,11/12/2004,08/04/2005,08/04/2005,A,A,08/04/2005,AVD,05/12/2006,05/12/2006,A,A,05/12/2006,AVD,05/12/2011,2011,DPU ,25.00,119.00,G/ADP/N/145/CHN,.,Public Notice No.67/2004,MI,MI,Public Notice No.24/2006,119,.,0035AC1420041112 ,
Q4_2012,China,CHN-AD-109,CHN-AD-109,South Korea,KOR,Epichlorohydrin (ECH),12/28/2004,09/21/2005,09/21/2005,A,A,09/21/2005,AVD,06/28/2006,06/28/2006,A,A,06/28/2006,AVD,IF,IF,DPU ,3.80,71.50,G/ADP/N/145/CHN,.,Public Notice No.91/2004,MI,4.3-71.5,Public Notice No.44/2006,3.8-71.5,.,0036AC2820041228 ,
Q4_2012,China,CHN-AD-110,CHN-AD-109,USA,USA,Epichlorohydrin (ECH),12/28/2004,09/21/2005,09/21/2005,A,A,09/21/2005,AVD,06/28/2006,06/28/2006,A,A,06/29/2006,AVD,IF,IF,DPU ,4.30,71.50,G/ADP/N/145/CHN,.,Public Notice No.91/2004,MI,4.3-71.5,Public Notice No.44/2006,4-71.5,.,0036AC2820041228 ,
Q4_2012,China,CHN-AD-111,CHN-AD-109,Japan,JPN,Epichlorohydrin (ECH),12/28/2004,09/21/2005,09/21/2005,A,A,09/21/2005,AVD,06/28/2006,06/28/2006,A,A,06/30/2006,AVD,IF,IF,DPU ,0.00,71.50,G/ADP/N/145/CHN,.,Public Notice No.91/2004,MI,0-71.5,Public Notice No.44/2006,0-71.5,.,0036AC2820041228 ,
Q4_2012,China,CHN-AD-112,CHN-AD-109,Russia,RUS,Epichlorohydrin (ECH),12/28/2004,09/21/2005,09/21/2005,A,A,09/21/2005,AVD,06/28/2006,06/28/2006,A,A,07/01/2006,AVD,IF,IF,DPU ,5.40,71.50,G/ADP/N/145/CHN,.,Public Notice No.91/2004,MI,8.6-71.5,Public Notice No.44/2006,5.4-71.5,.,0036AC2820041228 ,
Q4_2012,China,CHN-AD-113,CHN-AD-113,USA,USA,Spendex,04/13/2005,05/24/2006,05/24/2006,A,A,05/24/2006,MI,10/19/2006,10/19/2006,A,A,10/13/2006,AVD,IF,IF,MI,61.00,61.00,G/ADP/N/153/CHN,.,Public Notice No.19/2005,Public Notice No.33/2005,61,Public Notice No.74/2006,61,.,0037AC2820050413 ,
Q4_2012,China,CHN-AD-114,CHN-AD-113,Japan,JPN,Spendex,04/13/2005,05/24/2006,05/24/2006,A,A,05/25/2006,MI,10/19/2006,10/19/2006,A,A,10/13/2006,AVD,IF,IF,MI,12.87,61.00,G/ADP/N/153/CHN,.,Public Notice No.19/2005,Public Notice No.33/2006,13.87-61,Public Notice No.74/2006,12.87-61,.,0037AC2820050413 ,
Q4_2012,China,CHN-AD-115,CHN-AD-113,Taiwan,TWN,Spendex,04/13/2005,05/24/2006,05/24/2006,A,A,05/26/2006,MI,10/19/2006,10/19/2006,A,A,10/13/2006,AVD,IF,IF,MI,5.19,61.00,G/ADP/N/153/CHN,.,Public Notice No.19/2005,Public Notice No.33/2007,5.09-61,Public Notice No.74/2006,5.19-61,.,0037AC2820050413 ,
Q4_2012,China,CHN-AD-116,CHN-AD-113,Singapore,SGP,Spendex,04/13/2005,05/24/2006,05/24/2006,A,A,05/27/2006,MI,10/19/2006,10/19/2006,A,A,10/13/2006,AVD,IF,IF,MI,10.85,61.00,G/ADP/N/153/CHN,.,Public Notice No.19/2005,Public Notice No.33/2008,11.5-61,Public Notice No.74/2006,10.85-61,.,0037AC2820050413 ,
Q4_2012,China,CHN-AD-117,CHN-AD-113,South Korea,KOR,Spendex,04/13/2005,05/24/2006,05/24/2006,A,A,05/28/2006,MI,10/19/2006,10/19/2006,A,A,10/13/2006,AVD,IF,IF,MI,0.00,61.00,G/ADP/N/153/CHN,.,Public Notice No.19/2005,Public Notice No.33/2009,0-61,Public Notice No.74/2006,0-61,.,0037AC2820050413 ,
Q4_2012,China,CHN-AD-118,CHN-AD-118,Japan,JPN,O-Dihydroxybenzene(Catechol Pyrocatechol),05/31/2005,12/14/2005,12/14/2005,A,A,12/02/2005,AVD,05/22/2006,05/22/2006,A,A,05/22/2006,AVD,IF,IF,DPU ,42.86,42.86,G/ADP/N/145/CHN,.,Public Notice No.29/2005,Public Notice No.82/2005,42.86,Public Notice No.32/2006,42.86,.,0038AC2620050531 ,
