"","obsid","leadid","ccode","idacr","leader","startdate","enddate","bornin","died","eindate","eoutdate","entry","exit","exitcode","prevtimesinoffice","posttenurefate","gender","borndate","yrborn","deathdate","yrdied"
"600","ECU-1997-2","A2.9-1798",130,"ECU","Arteaga Serrano","09/02/1997","11/02/1997","1956","-777",1997-02-09,1997-02-11,0,1,0,0,0,"F",NA,1956,NA,-777
"601","ECU-1997-3","A2.9-1801",130,"ECU","Alarcon Fabian","11/02/1997","10/08/1998","14/4/1947","-777",1997-02-11,1998-08-10,0,1,0,1,0,"M",1947-04-14,1947,NA,-777
"602","ECU-1998","A2.9-1804",130,"ECU","Mahuad","10/08/1998","21/01/2000","29/7/1949","-777",1998-08-10,2000-01-21,0,3,2,0,1,"M",1949-07-29,1949,NA,-777
"603","ECU-2000","A2.9-1807",130,"ECU","Gustavo Noboa","22/01/2000","15/01/2003","1937","-777",2000-01-22,2003-01-15,1,1,0,0,1,"M",NA,1937,NA,-777
"604","ECU-2003","A2.9-1810",130,"ECU","Lucio Gutierrez","15/01/2003","31/12/2004","1957","-777",2003-01-15,2004-12-31,0,-888,0,0,-888,"M",NA,1957,NA,-777
"605","PER-1872","A2.9-1813",135,"PER","Pardo","02/08/1872","02/08/1876","1834","1878",1872-08-02,1876-08-02,0,1,0,0,1,"M",NA,1834,NA,1878
"606","PER-1876","A2.9-1816",135,"PER","Prado","02/08/1876","17/12/1879","1826","1901",1876-08-02,1879-12-17,0,1,0,0,1,"M",NA,1826,NA,1901
"607","PER-1879-1","A2.9-1819",135,"PER","Luis de la Puerta","17/12/1879","22/12/1879","1795","-999",1879-12-17,1879-12-22,0,3,-999,0,-666,"F",NA,1795,NA,NA
"608","PER-1879-2","A2.9-1822",135,"PER","Pierola","22/12/1879","16/01/1881","1839","1913",1879-12-22,1881-01-16,1,4,-999,0,1,"M",NA,1839,NA,1913
"609","PER-1881-1","A2.9-1825",135,"PER","Francisco Garcia Calderon","22/02/1881","28/09/1881","1834","1905",1881-02-22,1881-09-28,2,4,-999,0,2,"F",NA,1834,NA,1905
"610","PER-1881-2","A2.9-1828",135,"PER","Montero","28/09/1881","30/12/1882","1832","1905",1881-09-28,1882-12-30,1,4,-999,0,1,"F",NA,1832,NA,1905
"611","PER-1882","A2.9-1831",135,"PER","Iglesias","30/12/1882","30/11/1885","1830","1909",1882-12-30,1885-11-30,2,3,-999,0,0,"M",NA,1830,NA,1909
"612","PER-1885","A2.9-1834",135,"PER","Caceres","30/11/1885","10/08/1890","1833","1923",1885-11-30,1890-08-10,1,1,0,0,0,"M",NA,1833,NA,1923
"613","PER-1890","A2.9-1837",135,"PER","Bermudez","10/08/1890","01/04/1894","1836","1894",1890-08-10,1894-04-01,0,2,0,0,-777,"M",NA,1836,NA,1894
"614","PER-1894-1","A2.9-1840",135,"PER","Borgono","01/04/1894","10/08/1894","1836","1921",1894-04-01,1894-08-10,1,1,0,0,0,"M",NA,1836,NA,1921
"615","PER-1894-2","A2.9-1843",135,"PER","Caceres","10/08/1894","19/03/1895","1833","1923",1894-08-10,1895-03-19,0,3,-999,1,1,"M",NA,1833,NA,1923
"616","PER-1895-1","A2.9-1846",135,"PER","de Candamo","21/03/1895","08/09/1895","1841","1904",1895-03-21,1895-09-08,0,3,-999,0,0,"M",NA,1841,NA,1904
"617","PER-1895-2","A2.9-1849",135,"PER","Pierola","08/09/1895","08/09/1899","1839","1913",1895-09-08,1899-09-08,1,1,0,1,0,"M",NA,1839,NA,1913
"618","PER-1899","A2.9-1852",135,"PER","de Romana","08/09/1899","08/09/1903","19/3/1847","1912",1899-09-08,1903-09-08,0,1,0,0,0,"M",1847-03-19,1847,NA,1912
"619","PER-1903","A2.9-1855",135,"PER","de Candamo","30/09/1903","07/05/1904","1841","07/05/1904",1903-09-30,1904-05-07,0,2,0,1,-777,"M",NA,1841,1904-05-07,1904
"620","PER-1904-1","A2.9-1858",135,"PER","Serapio Calderon","07/05/1904","24/09/1904","1843","1922",1904-05-07,1904-09-24,0,1,0,0,0,"M",NA,1843,NA,1922
"621","PER-1904-2","A2.9-1861",135,"PER","Pardo y Barreda","24/09/1904","24/09/1908","24/2/1864","1947",1904-09-24,1908-09-24,0,1,0,0,1,"M",1864-02-24,1864,NA,1947
"622","PER-1908","A2.9-1864",135,"PER","Leguia","24/09/1908","24/09/1912","19/2/1863","06/02/1932",1908-09-24,1912-09-24,0,1,0,0,2,"M",1863-02-19,1863,1932-02-06,1932
"623","PER-1912","A2.9-1867",135,"PER","Billinghurst","24/09/1912","04/02/1914","1851","1915",1912-09-24,1914-02-04,0,3,-999,0,1,"M",NA,1851,NA,1915
"624","PER-1914","A2.9-1870",135,"PER","Benavides","04/02/1914","18/08/1915","18/5/1876","1945",1914-02-04,1915-08-18,1,1,0,0,0,"M",1876-05-18,1876,NA,1945
"625","PER-1915","A2.9-1873",135,"PER","Pardo y Barreda","18/08/1915","04/07/1919","24/2/1864","1947",1915-08-18,1919-07-04,0,3,6,1,2,"M",1864-02-24,1864,NA,1947
"626","PER-1919","A2.9-1876",135,"PER","Leguia","20/07/1919","25/08/1930","19/2/1863","06/02/1932",1919-07-20,1930-08-25,1,3,6,1,2,"M",1863-02-19,1863,1932-02-06,1932
"627","PER-1930-1","A2.9-1879",135,"PER","Ponce Brousset","25/08/1930","27/08/1930","1874","1966",1930-08-25,1930-08-27,1,3,6,0,-666,"M",NA,1874,NA,1966
"628","PER-1930-2","A2.9-1882",135,"PER","Sanchez Cerro","27/08/1930","01/03/1931","1889","1933",1930-08-27,1931-03-01,1,3,6,0,1,"M",NA,1889,NA,1933
"629","PER-1931-1","A2.9-1885",135,"PER","Ricardo Leonicio Elias","01/03/1931","05/03/1931","1874","1951",1931-03-01,1931-03-05,1,3,6,0,0,"M",NA,1874,NA,1951
"630","PER-1931-2","A2.9-1888",135,"PER","Gustavo Jimenez","05/03/1931","10/03/1931","1886","1933",1931-03-05,1931-03-10,1,3,6,0,0,"M",NA,1886,NA,1933
"631","PER-1931-3","A2.9-1891",135,"PER","Samanez Ocampo","10/03/1931","08/12/1931","1866","1947",1931-03-10,1931-12-08,1,1,0,0,0,"M",NA,1866,NA,1947
"632","PER-1931-4","A2.9-1894",135,"PER","Sanchez Cerro","08/12/1931","30/04/1933","1889","1933",1931-12-08,1933-04-30,0,3,11,1,3,"M",NA,1889,NA,1933
"633","PER-1933","A2.9-1897",135,"PER","Benavidez","30/04/1933","08/12/1939","18/5/1876","1945",1933-04-30,1939-12-08,0,1,0,1,0,"M",1876-05-18,1876,NA,1945
"634","PER-1939","A2.9-1900",135,"PER","Ugarteche","08/12/1939","28/07/1945","21/4/1889","1967",1939-12-08,1945-07-28,0,1,0,0,0,"M",1889-04-21,1889,NA,1967
"635","PER-1945","A2.9-1903",135,"PER","Bustamante","28/07/1945","28/10/1948","15/1/1894","11/01/1989",1945-07-28,1948-10-28,0,3,6,0,1,"M",1894-01-15,1894,1989-01-11,1989
"636","PER-1948","A2.9-1906",135,"PER","Odria","29/10/1948","01/06/1950","26/11/1897","18/02/1974",1948-10-29,1950-06-01,1,1,0,0,0,"M",1897-11-26,1897,1974-02-18,1974
"637","PER-1950-1","A2.9-1909",135,"PER","Noriega","01/06/1950","28/07/1950","1900","1957",1950-06-01,1950-07-28,0,1,0,0,0,"M",NA,1900,NA,1957
"638","PER-1950-2","A2.9-1912",135,"PER","Odria","28/07/1950","28/07/1956","26/11/1897","18/02/1974",1950-07-28,1956-07-28,0,1,0,1,1,"M",1897-11-26,1897,1974-02-18,1974
"639","PER-1956","A2.9-1915",135,"PER","Ugarteche","28/07/1956","19/07/1962","21/4/1889","1967",1956-07-28,1962-07-19,0,3,6,1,2,"M",1889-04-21,1889,NA,1967
"640","PER-1962","A2.9-1918",135,"PER","Perez Godoy","19/07/1962","03/03/1963","9/6/1905","1982",1962-07-19,1963-03-03,1,3,16,0,2,"M",1905-06-09,1905,NA,1982
"641","PER-1963-1","A2.9-1921",135,"PER","Lindley Lopez","03/03/1963","28/07/1963","1908","1995",1963-03-03,1963-07-28,1,1,0,0,0,"M",NA,1908,NA,1995
"642","PER-1963-2","A2.9-1924",135,"PER","Belaunde","28/07/1963","03/10/1968","7/10/1913","04/06/2002",1963-07-28,1968-10-03,0,3,6,0,1,"M",1913-10-07,1913,2002-06-04,2002
"643","PER-1968","A2.9-1927",135,"PER","Velasco Alvarado","03/10/1968","29/08/1975","16/6/1910","1977",1968-10-03,1975-08-29,1,3,6,0,0,"M",1910-06-16,1910,NA,1977
"644","PER-1975","A2.9-1930",135,"PER","Morales Bermudez","30/08/1975","28/07/1980","4/10/1921","-777",1975-08-30,1980-07-28,1,1,0,0,0,"M",1921-10-04,1921,NA,-777
"645","PER-1980","A2.9-1933",135,"PER","Belaunde","28/07/1980","28/07/1985","7/10/1913","04/06/2002",1980-07-28,1985-07-28,0,1,0,1,0,"M",1913-10-07,1913,2002-06-04,2002
"646","PER-1985","A2.9-1936",135,"PER","Garcia Perez","28/07/1985","28/07/1990","23/5/1949","-777",1985-07-28,1990-07-28,0,1,0,0,0,"M",1949-05-23,1949,NA,-777
"647","PER-1990","A2.9-1939",135,"PER","Fujimori","28/07/1990","22/11/2000","28/7/1938","-777",1990-07-28,2000-11-22,0,1,0,0,1,"M",1938-07-28,1938,NA,-777
"648","PER-2000","A2.9-1942",135,"PER","Valentin Paniagua","23/11/2000","28/07/2001","1936","2006",2000-11-23,2001-07-28,0,1,0,0,0,"M",NA,1936,NA,2006
"649","PER-2001","A2.9-1945",135,"PER","Alejandro Toledo","28/07/2001","31/12/2004","1946","-777",2001-07-28,2004-12-31,0,-888,0,0,-888,"M",NA,1946,NA,-777
"650","BRA-1840","A2.9-1948",140,"BRA","Pedro II","23/07/1840","15/11/1889","2/12/1825","05/12/1891",1840-07-23,1889-11-15,0,3,-999,0,1,"M",1825-12-02,1825,1891-12-05,1891
"651","BRA-1889","A2.9-1951",140,"BRA","M. D. da Fonseca","15/11/1889","23/11/1891","1823","1892",1889-11-15,1891-11-23,1,3,-999,0,0,"M",NA,1823,NA,1892
"652","BRA-1891","A2.9-1954",140,"BRA","Peixoto","23/11/1891","15/11/1894","30/4/1839","1895",1891-11-23,1894-11-15,0,1,0,0,0,"M",1839-04-30,1839,NA,1895
"653","BRA-1894","A2.9-1957",140,"BRA","de Moraes Barros","15/11/1894","15/11/1898","4/10/1841","1902",1894-11-15,1898-11-15,0,1,0,0,0,"M",1841-10-04,1841,NA,1902
"654","BRA-1898","A2.9-1960",140,"BRA","de Campos Salles","15/11/1898","15/11/1902","1841","1913",1898-11-15,1902-11-15,0,1,0,0,0,"M",NA,1841,NA,1913
"655","BRA-1902","A2.9-1963",140,"BRA","Rodriguez Alves","15/11/1902","15/11/1906","7/7/1848","1919",1902-11-15,1906-11-15,0,1,0,0,0,"M",1848-07-07,1848,NA,1919
"656","BRA-1906","A2.9-1966",140,"BRA","Moreira Penna","15/11/1906","14/06/1909","30/11/1847","1909",1906-11-15,1909-06-14,0,2,0,0,-777,"M",1847-11-30,1847,NA,1909
"657","BRA-1909","A2.9-1969",140,"BRA","Pecanha","14/06/1909","15/11/1910","2/10/1867","1924",1909-06-14,1910-11-15,0,1,0,0,0,"M",1867-10-02,1867,NA,1924
"658","BRA-1910","A2.9-1972",140,"BRA","H. R. da Fonseca","15/11/1910","15/11/1914","12/5/1885","1923",1910-11-15,1914-11-15,0,1,0,0,0,"M",1885-05-12,1885,NA,1923
"659","BRA-1914","A2.9-1975",140,"BRA","Braz Pereira Gomez","15/11/1914","15/11/1918","26/2/1868","1966",1914-11-15,1918-11-15,0,1,0,0,0,"M",1868-02-26,1868,NA,1966
"660","BRA-1918","A2.9-1978",140,"BRA","da Costa Ribeiro","15/11/1918","28/07/1919","7/11/1868","01/07/1920",1918-11-15,1919-07-28,0,1,0,0,0,"M",1868-11-07,1868,1920-07-01,1920
"661","BRA-1919","A2.9-1981",140,"BRA","de Silva Pessoa","28/07/1919","15/11/1922","23/5/1865","1942",1919-07-28,1922-11-15,0,1,0,0,0,"M",1865-05-23,1865,NA,1942
"662","BRA-1922","A2.9-1984",140,"BRA","de Silva Bernar","15/11/1922","15/11/1926","8/8/1875","1955",1922-11-15,1926-11-15,0,1,0,0,1,"M",1875-08-08,1875,NA,1955
"663","BRA-1926","A2.9-1987",140,"BRA","de Souza","15/11/1926","24/10/1930","26/10/1870","04/08/1957",1926-11-15,1930-10-24,0,3,6,0,2,"M",1870-10-26,1870,1957-08-04,1957
"664","BRA-1930","A2.9-1990",140,"BRA","Vargas","25/10/1930","30/10/1945","19/4/1883","24/08/1954",1930-10-25,1945-10-30,1,3,6,0,0,"M",1883-04-19,1883,1954-08-24,1954
"665","BRA-1945","A2.9-1993",140,"BRA","Linhares","30/10/1945","31/01/1946","28/1/1886","1957",1945-10-30,1946-01-31,0,1,0,0,0,"M",1886-01-28,1886,NA,1957
"666","BRA-1946","A2.9-1996",140,"BRA","Dutra","31/01/1946","31/01/1951","18/5/1885","11/06/1974",1946-01-31,1951-01-31,0,1,0,0,0,"M",1885-05-18,1885,1974-06-11,1974
"667","BRA-1951","A2.9-1999",140,"BRA","Vargas","10/02/1951","24/08/1954","19/4/1883","24/08/1954",1951-02-10,1954-08-24,0,3,6,1,3.1,"M",1883-04-19,1883,1954-08-24,1954
"668","BRA-1954","A2.9-2002",140,"BRA","Cafe Filho","24/08/1954","08/11/1955","3/2/1899","1970",1954-08-24,1955-11-08,0,2.1,0,0,2,"M",1899-02-03,1899,NA,1970
"669","BRA-1955-1","A2.9-2005",140,"BRA","Coimbra da Luz","08/11/1955","11/11/1955","1894","1961",1955-11-08,1955-11-11,0,3,6,0,2,"M",NA,1894,NA,1961
"670","BRA-1955-2","A2.9-2008",140,"BRA","Oliveria Ramos","11/11/1955","31/01/1956","1889","1958",1955-11-11,1956-01-31,0,1,0,0,0,"M",NA,1889,NA,1958
"671","BRA-1956","A2.9-2011",140,"BRA","Kubitschek","31/01/1956","31/01/1961","12/9/1902","22/08/1976",1956-01-31,1961-01-31,0,1,0,0,0,"M",1902-09-12,1902,1976-08-22,1976
"672","BRA-1961-1","A2.9-2014",140,"BRA","Quadros","31/01/1961","25/08/1961","25/1/1917","16/02/1992",1961-01-31,1961-08-25,0,1,0,0,1,"M",1917-01-25,1917,1992-02-16,1992
"673","BRA-1961-2","A2.9-2017",140,"BRA","Ranieri Mazzilli","25/08/1961","07/09/1961","1910","1975",1961-08-25,1961-09-07,0,1,0,0,0,"M",NA,1910,NA,1975
"674","BRA-1961-3","A2.9-2020",140,"BRA","Goulart","07/09/1961","02/04/1964","1/3/1918","06/12/1976",1961-09-07,1964-04-02,0,3,6,0,1,"M",1918-03-01,1918,1976-12-06,1976
"675","BRA-1964-1","A2.9-2023",140,"BRA","Ranieri Mazzilli","02/04/1964","15/04/1964","1910","1975",1964-04-02,1964-04-15,0,1,0,1,0,"M",NA,1910,NA,1975
"676","BRA-1964-2","A2.9-2026",140,"BRA","Castello Branco","15/04/1964","15/03/1967","20/9/1900","1967",1964-04-15,1967-03-15,1,1,0,0,-777,"M",1900-09-20,1900,NA,1967
"677","BRA-1967","A2.9-2029",140,"BRA","Costa de Silva","15/03/1967","01/09/1969","3/10/1902","1969",1967-03-15,1969-09-01,0,2.1,0,0,-777,"M",1902-10-03,1902,NA,1969
"678","BRA-1969-1","A2.9-2032",140,"BRA","Military Junta","01/09/1969","25/10/1969","-999","-999",1969-09-01,1969-10-25,1,1,0,0,0,"M",NA,NA,NA,NA
"679","BRA-1969-2","A2.9-2035",140,"BRA","Medici","25/10/1969","15/03/1974","4/12/1905","09/10/1985",1969-10-25,1974-03-15,1,1,0,0,0,"M",1905-12-04,1905,1985-10-09,1985
"680","BRA-1974","A2.9-2038",140,"BRA","Geisel","15/03/1974","15/03/1979","3/8/1907","12/09/1996",1974-03-15,1979-03-15,0,1,0,0,0,"M",1907-08-03,1907,1996-09-12,1996
"681","BRA-1979","A2.9-2041",140,"BRA","Figueiredo","15/03/1979","21/03/1985","15/1/1918","24/12/1999",1979-03-15,1985-03-21,0,1,0,0,0,"M",1918-01-15,1918,1999-12-24,1999
"682","BRA-1985","A2.9-2044",140,"BRA","Sarnay","21/03/1985","15/03/1990","30/4/1930","-777",1985-03-21,1990-03-15,0,1,0,0,0,"M",1930-04-30,1930,NA,-777
"683","BRA-1990","A2.9-2047",140,"BRA","Mello","15/03/1990","02/10/1992","12/8/1949","-777",1990-03-15,1992-10-02,0,1,0,0,0,"M",1949-08-12,1949,NA,-777
"684","BRA-1992","A2.9-2050",140,"BRA","Franco, Itamar","02/10/1992","31/12/1994","28/6/1930","-777",1992-10-02,1994-12-31,0,1,0,0,0,"M",1930-06-28,1930,NA,-777
"685","BRA-1995","A2.9-2053",140,"BRA","Cardoso","01/01/1995","01/01/2003","18/6/1931","-777",1995-01-01,2003-01-01,0,1,0,0,0,"M",1931-06-18,1931,NA,-777
"686","BRA-2003","A2.9-2056",140,"BRA","Lula da Silva","01/01/2003","31/12/2004","1945","-777",2003-01-01,2004-12-31,0,-888,0,0,-888,"M",NA,1945,NA,-777
"687","BOL-1874","A2.9-2059",145,"BOL","Frias","14/02/1874","04/05/1876","21/12/1804","1884",1874-02-14,1876-05-04,0,3,-999,1,2,"M",1804-12-21,1804,NA,1884
"688","BOL-1876","A2.9-2062",145,"BOL","Daza","04/05/1876","27/12/1879","14/1/1840","1893",1876-05-04,1879-12-27,1,3,-999,0,1,"M",1840-01-14,1840,NA,1893
"689","BOL-1880","A2.9-2065",145,"BOL","Campero","19/01/1880","15/08/1884","28/10/1813","1896",1880-01-19,1884-08-15,1,1,0,0,0,"M",1813-10-28,1813,NA,1896
"690","BOL-1884","A2.9-2068",145,"BOL","Pacheco","15/08/1884","15/08/1888","4/7/1823","1899",1884-08-15,1888-08-15,0,1,0,0,0,"M",1823-07-04,1823,NA,1899
"691","BOL-1888","A2.9-2071",145,"BOL","Arce","15/08/1888","01/08/1892","17/4/1824","1906",1888-08-15,1892-08-01,0,1,0,0,0,"M",1824-04-17,1824,NA,1906
"692","BOL-1892","A2.9-2074",145,"BOL","Baptista","06/08/1892","15/08/1896","16/7/1832","1907",1892-08-06,1896-08-15,0,1,0,0,0,"M",1832-07-16,1832,NA,1907
"693","BOL-1896","A2.9-2077",145,"BOL","Fernandez Alonso","15/08/1896","06/10/1899","15/8/1849","1925",1896-08-15,1899-10-06,0,3,-999,0,1,"M",1849-08-15,1849,NA,1925
"694","BOL-1899","A2.9-2080",145,"BOL","Jose Manuel Pando","06/10/1899","04/08/1904","25/12/1848","1917",1899-10-06,1904-08-04,1,1,0,0,0,"M",1848-12-25,1848,NA,1917
"695","BOL-1904","A2.9-2083",145,"BOL","Montes","14/08/1904","24/10/1909","5/10/1861","1933",1904-08-14,1909-10-24,0,1,0,0,0,"M",1861-10-05,1861,NA,1933
"696","BOL-1909","A2.9-2086",145,"BOL","Villazon","24/10/1909","15/08/1913","22/1/1848","1939",1909-10-24,1913-08-15,0,1,0,0,0,"M",1848-01-22,1848,NA,1939
"697","BOL-1913","A2.9-2089",145,"BOL","Montes","15/08/1913","15/08/1917","5/10/1861","1933",1913-08-15,1917-08-15,0,1,0,1,0,"M",1861-10-05,1861,NA,1933
"698","BOL-1917","A2.9-2092",145,"BOL","Gutierrez Guerra","15/08/1917","11/07/1920","5/9/1869","1929",1917-08-15,1920-07-11,0,3,8,0,1,"M",1869-09-05,1869,NA,1929
"699","BOL-1920","A2.9-2095",145,"BOL","Saavedra","11/07/1920","03/09/1925","30/8/1870","1939",1920-07-11,1925-09-03,1,1,0,0,0,"M",1870-08-30,1870,NA,1939
"700","BOL-1925","A2.9-2098",145,"BOL","Felipe Guzman","03/09/1925","10/01/1926","1879","1932",1925-09-03,1926-01-10,0,1,0,0,-666,"M",NA,1879,NA,1932
"701","BOL-1926","A2.9-2101",145,"BOL","Siles","10/01/1926","25/06/1930","1905","1942",1926-01-10,1930-06-25,0,3,6,0,1,"M",NA,1905,NA,1942
"702","BOL-1930","A2.9-2104",145,"BOL","Blanco Galindo","25/06/1930","05/03/1931","12/3/1882","1943",1930-06-25,1931-03-05,1,1,0,0,0,"M",1882-03-12,1882,NA,1943
"703","BOL-1931","A2.9-2107",145,"BOL","Salamanca","05/03/1931","28/11/1934","8/7/1868","17/7/1935",1931-03-05,1934-11-28,0,3,6,0,2,"M",1868-07-08,1868,1935-07-17,1935
"704","BOL-1934","A2.9-2110",145,"BOL","Tejada Sorzano","28/11/1934","18/05/1936","12/1/1882","4/10/1938",1934-11-28,1936-05-18,0,3,6,0,1,"M",1882-01-12,1882,1938-10-04,1938
"705","BOL-1936","A2.9-2113",145,"BOL","Toro","18/05/1936","13/07/1937","24/6/1898","1977",1936-05-18,1937-07-13,1,3,16,0,1,"M",1898-06-24,1898,NA,1977
"706","BOL-1937","A2.9-2116",145,"BOL","Busch, G.","13/07/1937","23/08/1939","23/3/1903","23/08/1939",1937-07-13,1939-08-23,1,2.2,0,0,-777,"M",1903-03-23,1903,1939-08-23,1939
"707","BOL-1939","A2.9-2119",145,"BOL","Quintanila","23/08/1939","15/04/1940","1888","1964",1939-08-23,1940-04-15,1,1,0,0,0,"M",NA,1888,NA,1964
"708","BOL-1940","A2.9-2122",145,"BOL","Penaranda","15/04/1940","20/12/1943","17/11/1891","1969",1940-04-15,1943-12-20,0,3,6,0,2,"M",1891-11-17,1891,NA,1969
"709","BOL-1943","A2.9-2125",145,"BOL","Villarroel","20/12/1943","21/07/1946","1908","1946",1943-12-20,1946-07-21,1,3,2,0,3,"M",NA,1908,NA,1946
"710","BOL-1946-1","A2.9-2128",145,"BOL","Guillen","21/07/1946","16/08/1946","1890","1966",1946-07-21,1946-08-16,1,1,0,0,0,"M",NA,1890,NA,1966
"711","BOL-1946-2","A2.9-2131",145,"BOL","Gutierrez","16/08/1946","10/03/1947","1884","1954",1946-08-16,1947-03-10,0,1,0,0,0,"M",NA,1884,NA,1954
"712","BOL-1947","A2.9-2134",145,"BOL","Herzog","11/03/1947","07/05/1949","1896","1980",1947-03-11,1949-05-07,0,2.1,0,0,0,"M",NA,1896,NA,1980
"713","BOL-1949","A2.9-2137",145,"BOL","Urriolagoitia","07/05/1949","16/05/1951","1894","04/06/1974",1949-05-07,1951-05-16,0,3,6,0,1,"M",NA,1894,1974-06-04,1974
"714","BOL-1951","A2.9-2140",145,"BOL","Ballivian Rojas","16/05/1951","11/04/1952","1902","1993",1951-05-16,1952-04-11,1,3,4,0,1,"M",NA,1902,NA,1993
"715","BOL-1952-1","A2.9-2143",145,"BOL","Siles Zuazo","11/04/1952","16/04/1952","1914","06/08/1996",1952-04-11,1952-04-16,1,1,0,0,0,"M",NA,1914,1996-08-06,1996
"716","BOL-1952-2","A2.9-2146",145,"BOL","Paz Estenssoro","17/04/1952","17/06/1956","2/10/1907","07/06/2001",1952-04-17,1956-06-17,0,1,0,0,0,"M",1907-10-02,1907,2001-06-07,2001
"717","BOL-1956","A2.9-2149",145,"BOL","Siles Zuazo","17/06/1956","06/08/1960","19/3/1914","06/08/1996",1956-06-17,1960-08-06,0,1,0,1,0,"M",1914-03-19,1914,1996-08-06,1996
"718","BOL-1960","A2.9-2152",145,"BOL","Paz Estenssoro","06/08/1960","04/11/1964","2/10/1907","07/06/2001",1960-08-06,1964-11-04,0,3,6,1,1,"M",1907-10-02,1907,2001-06-07,2001
"719","BOL-1964","A2.9-2155",145,"BOL","Barrientos Ortuna","06/11/1964","05/01/1966","30/5/1919","1969",1964-11-06,1966-01-05,1,1,0,0,0,"M",1919-05-30,1919,NA,1969
"720","BOL-1966-1","A2.9-2158",145,"BOL","Ovando Candia","05/01/1966","06/08/1966","6/4/1918","24/01/1982",1966-01-05,1966-08-06,0,1,0,0,0,"M",1918-04-06,1918,1982-01-24,1982
"721","BOL-1966-2","A2.9-2161",145,"BOL","Barrientos Ortuna","06/08/1966","27/04/1969","30/5/1919","1969",1966-08-06,1969-04-27,0,2,0,1,-777,"M",1919-05-30,1919,NA,1969
"722","BOL-1969-1","A2.9-2164",145,"BOL","Siles Salinas","27/04/1969","26/09/1969","1925","2005",1969-04-27,1969-09-26,0,3,6,0,1,"M",NA,1925,NA,2005
"723","BOL-1969-2","A2.9-2167",145,"BOL","Ovando Candia","26/09/1969","06/10/1970","6/4/1918","24/01/1982",1969-09-26,1970-10-06,1,3,6,1,1,"M",1918-04-06,1918,1982-01-24,1982
"724","BOL-1970","A2.9-2170",145,"BOL","Torres","07/10/1970","22/08/1971","5/3/1921","1976",1970-10-07,1971-08-22,1,3,6,0,1,"M",1921-03-05,1921,NA,1976
"725","BOL-1971","A2.9-2173",145,"BOL","Banzer Suarez","22/08/1971","21/07/1978","10/7/1926","05/05/2002",1971-08-22,1978-07-21,1,3,6,0,1,"M",1926-07-10,1926,2002-05-05,2002
"726","BOL-1978-1","A2.9-2176",145,"BOL","Pereda Asbun","21/07/1978","24/11/1978","1932","-777",1978-07-21,1978-11-24,1,3,6,0,1,"M",NA,1932,NA,-777
"727","BOL-1978-2","A2.9-2179",145,"BOL","Padilla Aranciba","24/11/1978","08/08/1979","1927","-777",1978-11-24,1979-08-08,1,1,0,0,0,"M",NA,1927,NA,-777
"728","BOL-1979-1","A2.9-2182",145,"BOL","Guevara Arze","08/08/1979","01/11/1979","11/3/1911","1996",1979-08-08,1979-11-01,0,3,6,0,0,"M",1911-03-11,1911,NA,1996
"729","BOL-1979-2","A2.9-2185",145,"BOL","Natusch Busch","01/11/1979","16/11/1979","1927","1994",1979-11-01,1979-11-16,1,1,0,0,1,"M",NA,1927,NA,1994
"730","BOL-1979-3","A2.9-2188",145,"BOL","Gueiler Tejada","16/11/1979","17/07/1980","1925","-777",1979-11-16,1980-07-17,0,3,7,0,1,"F",NA,1925,NA,-777
"731","BOL-1980","A2.9-2191",145,"BOL","Garcia Meza Tejada","18/07/1980","04/08/1981","8/8/1932","-777",1980-07-18,1981-08-04,1,3,6,0,1,"M",1932-08-08,1932,NA,-777
"732","BOL-1981","A2.9-2194",145,"BOL","Torrelio Villa","05/08/1981","19/07/1982","3/6/1933","1999",1981-08-05,1982-07-19,1,3,16,0,1,"M",1933-06-03,1933,NA,1999
"733","BOL-1982-1","A2.9-2197",145,"BOL","Vildoso Calderon","21/07/1982","10/10/1982","1937","-777",1982-07-21,1982-10-10,1,1,0,0,0,"M",NA,1937,NA,-777
"734","BOL-1982-2","A2.9-2200",145,"BOL","Siles Zuazo","10/10/1982","06/08/1985","19/3/1914","06/08/1996",1982-10-10,1985-08-06,1,1,0,2,0,"M",1914-03-19,1914,1996-08-06,1996
"735","BOL-1985","A2.9-2203",145,"BOL","Paz Estenssoro","06/08/1985","06/08/1989","2/10/1907","07/06/2001",1985-08-06,1989-08-06,0,1,0,2,0,"M",1907-10-02,1907,2001-06-07,2001
"736","BOL-1989","A2.9-2206",145,"BOL","Paz Zamora","06/08/1989","06/08/1993","15/4/1939","-777",1989-08-06,1993-08-06,0,1,0,0,0,"M",1939-04-15,1939,NA,-777
"737","BOL-1993","A2.9-2209",145,"BOL","Gonzalo Sanchez de Lozada","06/08/1993","06/08/1997","1930","-777",1993-08-06,1997-08-06,0,1,0,0,0,"M",NA,1930,NA,-777
"738","BOL-1997","A2.9-2212",145,"BOL","Banzer Suarez","06/08/1997","07/08/2001","10/7/1926","05/05/2002",1997-08-06,2001-08-07,0,2.1,0,1,-777,"M",1926-07-10,1926,2002-05-05,2002
"739","BOL-2001","A2.9-2215",145,"BOL","Jorge Quiroga Ramirez","07/08/2001","06/08/2002","1960","-777",2001-08-07,2002-08-06,0,1,0,0,0,"M",NA,1960,NA,-777
