"","obsid","leadid","ccode","idacr","leader","startdate","enddate","bornin","died","eindate","eoutdate","entry","exit","exitcode","prevtimesinoffice","posttenurefate","gender","borndate","yrborn","deathdate","yrdied"
"2650","ROK-1948","A2.9-7948",732,"ROK","Rhee","15/08/1948","27/04/1960","26/4/1875","1965",1948-08-15,1960-04-27,0,3,2,0,1,"M",1875-04-26,1875,NA,1965
"2651","ROK-1960-1","A2.9-7951",732,"ROK","Ho Chong","27/04/1960","12/08/1960","1896","1988",1960-04-27,1960-08-12,0,1,0,0,0,"M",NA,1896,NA,1988
"2652","ROK-1960-2","A2.9-7954",732,"ROK","Myun Chang","12/08/1960","16/05/1961","28/08/1899","1966",1960-08-12,1961-05-16,0,3,6,0,2,"M",1899-08-28,1899,NA,1966
"2653","ROK-1961-1","A2.9-7957",732,"ROK","Chang Do Yong","18/05/1961","03/07/1961","1923","-777",1961-05-18,1961-07-03,1,3,16,0,2,"M",NA,1923,NA,-777
"2654","ROK-1961-2","A2.9-7960",732,"ROK","Hee Park","03/07/1961","26/10/1979","30/9/1917","26/10/1979",1961-07-03,1979-10-26,1,3,8,0,3,"M",1917-09-30,1917,1979-10-26,1979
"2655","ROK-1979","A2.9-7963",732,"ROK","Choi Kuy Hay","26/10/1979","16/08/1980","16/7/1919","2006",1979-10-26,1980-08-16,0,1,0,0,0,"M",1919-07-16,1919,NA,2006
"2656","ROK-1980-1","A2.9-7966",732,"ROK","Park Choong Hoon","16/08/1980","27/08/1980","19/01/1919","2001",1980-08-16,1980-08-27,0,1,0,0,0,"M",1919-01-19,1919,NA,2001
"2657","ROK-1980-2","A2.9-7969",732,"ROK","Chun Doo Hwan","27/08/1980","25/02/1988","18/1/1931","-777",1980-08-27,1988-02-25,0,1,0,0,0,"M",1931-01-18,1931,NA,-777
"2658","ROK-1988","A2.9-7972",732,"ROK","Roh Tae Woo","25/02/1988","25/02/1993","4/12/1932","-777",1988-02-25,1993-02-25,0,1,0,0,0,"M",1932-12-04,1932,NA,-777
"2659","ROK-1993","A2.9-7975",732,"ROK","Kim Young Sam","25/02/1993","25/02/1998","20/12/1927","-777",1993-02-25,1998-02-25,0,1,0,0,0,"M",1927-12-20,1927,NA,-777
"2660","ROK-1998","A2.9-7978",732,"ROK","Kim Dae Jung","25/02/1998","25/02/2003","3/12/1925","-777",1998-02-25,2003-02-25,0,1,0,0,0,"M",1925-12-03,1925,NA,-777
"2661","ROK-2003","A2.9-7981",732,"ROK","Roh Moo Hyun","25/02/2003","31/12/2004","1946","-777",2003-02-25,2004-12-31,0,-888,0,0,-888,"M",NA,1946,NA,-777
"2662","JPN-1868","A2.9-7984",740,"JPN","Mutsuhito (Emperor)","03/01/1868","22/12/1885","3/11/1852","30/07/1912",1868-01-03,1885-12-22,0,1,0,0,0,"M",1852-11-03,1852,1912-07-30,1912
"2663","JPN-1885","A2.9-7987",740,"JPN","Ito","22/12/1885","30/04/1888","2/9/1842","1909",1885-12-22,1888-04-30,0,1,0,0,0,"M",1842-09-02,1842,NA,1909
"2664","JPN-1888","A2.9-7990",740,"JPN","Kuroda","30/04/1888","24/12/1889","1840","1900",1888-04-30,1889-12-24,0,1,0,0,0,"M",NA,1840,NA,1900
"2665","JPN-1889","A2.9-7993",740,"JPN","Yamagata","24/12/1889","06/05/1891","22/04/1838","1922",1889-12-24,1891-05-06,0,1,0,0,0,"M",1838-04-22,1838,NA,1922
"2666","JPN-1891","A2.9-7996",740,"JPN","Matsukata","06/05/1891","08/08/1892","1835","1924",1891-05-06,1892-08-08,0,1,0,0,0,"M",NA,1835,NA,1924
"2667","JPN-1892","A2.9-7999",740,"JPN","Ito","08/08/1892","18/09/1896","2/9/1842","1909",1892-08-08,1896-09-18,0,1,0,1,0,"M",1842-09-02,1842,NA,1909
"2668","JPN-1896","A2.9-8002",740,"JPN","Matsukata","18/09/1896","14/04/1897","1835","1924",1896-09-18,1897-04-14,0,1,0,1,0,"M",NA,1835,NA,1924
"2669","JPN-1897-1","A2.9-8005",740,"JPN","Kuroda","14/04/1897","08/06/1897","1840","1900",1897-04-14,1897-06-08,0,1,0,1,0,"M",NA,1840,NA,1900
"2670","JPN-1897-2","A2.9-8008",740,"JPN","Matsukata","08/06/1897","12/01/1898","1835","1924",1897-06-08,1898-01-12,0,1,0,2,0,"M",NA,1835,NA,1924
"2671","JPN-1898-1","A2.9-8011",740,"JPN","Ito","12/01/1898","30/06/1898","2/9/1842","1909",1898-01-12,1898-06-30,0,1,0,2,0,"M",1842-09-02,1842,NA,1909
"2672","JPN-1898-2","A2.9-8014",740,"JPN","Okuma","30/06/1898","31/10/1898","1838","1922",1898-06-30,1898-10-31,0,1,0,0,0,"M",NA,1838,NA,1922
"2673","JPN-1898-3","A2.9-8017",740,"JPN","Yamagata","07/11/1898","19/10/1900","22/04/1838","1922",1898-11-07,1900-10-19,0,1,0,1,0,"M",1838-04-22,1838,NA,1922
"2674","JPN-1900","A2.9-8020",740,"JPN","Ito","19/10/1900","10/05/1901","2/9/1842","1909",1900-10-19,1901-05-10,0,1,0,3,0,"M",1842-09-02,1842,NA,1909
"2675","JPN-1901-1","A2.9-8023",740,"JPN","Saionji","10/05/1901","02/06/1901","1849","1940",1901-05-10,1901-06-02,0,1,0,0,0,"M",NA,1849,NA,1940
"2676","JPN-1901-2","A2.9-8026",740,"JPN","Katsura","02/06/1901","07/01/1906","28/11/1847","1913",1901-06-02,1906-01-07,0,1,0,0,0,"M",1847-11-28,1847,NA,1913
"2677","JPN-1906","A2.9-8029",740,"JPN","Saionji","07/01/1906","14/07/1908","1849","1940",1906-01-07,1908-07-14,0,1,0,1,0,"M",NA,1849,NA,1940
"2678","JPN-1908","A2.9-8032",740,"JPN","Katsura","14/07/1908","30/08/1911","28/11/1847","1913",1908-07-14,1911-08-30,0,1,0,1,0,"M",1847-11-28,1847,NA,1913
"2679","JPN-1911","A2.9-8035",740,"JPN","Saionji","30/08/1911","21/12/1912","1849","1940",1911-08-30,1912-12-21,0,1,0,2,0,"M",NA,1849,NA,1940
"2680","JPN-1912","A2.9-8038",740,"JPN","Katsura","21/12/1912","20/02/1913","28/11/1847","10/10/1913",1912-12-21,1913-02-20,0,1,0,2,0,"M",1847-11-28,1847,1913-10-10,1913
"2681","JPN-1913","A2.9-8041",740,"JPN","Yamamoto, G.","20/02/1913","16/04/1914","1852","1933",1913-02-20,1914-04-16,0,1,0,0,0,"M",NA,1852,NA,1933
"2682","JPN-1914","A2.9-8044",740,"JPN","Okuma","16/04/1914","09/10/1916","1838","1922",1914-04-16,1916-10-09,0,1,0,1,0,"M",NA,1838,NA,1922
"2683","JPN-1916","A2.9-8047",740,"JPN","Terauchi","09/10/1916","29/09/1918","1852","1919",1916-10-09,1918-09-29,0,1,0,0,0,"M",NA,1852,NA,1919
"2684","JPN-1918","A2.9-8050",740,"JPN","Hara, T.","29/09/1918","04/11/1921","9/2/1856","1921",1918-09-29,1921-11-04,0,3,11,0,3,"M",1856-02-09,1856,NA,1921
"2685","JPN-1921-1","A2.9-8053",740,"JPN","Uchida","04/11/1921","13/11/1921","1865","1936",1921-11-04,1921-11-13,0,1,0,0,0,"M",NA,1865,NA,1936
"2686","JPN-1921-2","A2.9-8056",740,"JPN","Takahashi, K.","13/11/1921","11/06/1922","1854","1936",1921-11-13,1922-06-11,0,1,0,0,0,"M",NA,1854,NA,1936
"2687","JPN-1922","A2.9-8059",740,"JPN","Kato, Tomosaburo","11/06/1922","24/08/1923","1859","1923",1922-06-11,1923-08-24,0,2,0,0,-777,"M",NA,1859,NA,1923
"2688","JPN-1923-1","A2.9-8062",740,"JPN","Uchida","24/08/1923","12/09/1923","1865","1936",1923-08-24,1923-09-12,0,1,0,1,0,"M",NA,1865,NA,1936
"2689","JPN-1923-2","A2.9-8065",740,"JPN","Yamamoto, G.","12/09/1923","29/12/1923","1852","1933",1923-09-12,1923-12-29,0,1,0,1,0,"M",NA,1852,NA,1933
"2690","JPN-1923-3","A2.9-8068",740,"JPN","Kiyoura","29/12/1923","11/06/1924","1850","1942",1923-12-29,1924-06-11,0,1,0,0,0,"M",NA,1850,NA,1942
"2691","JPN-1924","A2.9-8071",740,"JPN","Kato, Takaaki","11/06/1924","28/01/1926","3/1/1860","1926",1924-06-11,1926-01-28,0,2,0,0,-777,"M",1860-01-03,1860,NA,1926
"2692","JPN-1926","A2.9-8074",740,"JPN","Wakatsuki","29/01/1926","17/04/1927","5/2/1866","1949",1926-01-29,1927-04-17,0,1,0,0,0,"M",1866-02-05,1866,NA,1949
"2693","JPN-1927","A2.9-8077",740,"JPN","Tanaka, G.","17/04/1927","02/07/1929","1864","1929",1927-04-17,1929-07-02,0,1,0,0,0,"M",NA,1864,NA,1929
"2694","JPN-1929","A2.9-8080",740,"JPN","Hamaguchi","02/07/1929","14/11/1930","1870","25/08/1931",1929-07-02,1930-11-14,0,3,11,0,3,"M",NA,1870,1931-08-25,1931
"2695","JPN-1930","A2.9-8083",740,"JPN","Shidehara","14/11/1930","13/04/1931","11/8/1872","10/03/1951",1930-11-14,1931-04-13,0,1,0,0,0,"M",1872-08-11,1872,1951-03-10,1951
"2696","JPN-1931-1","A2.9-8086",740,"JPN","Wakatsuki","13/04/1931","11/12/1931","5/2/1866","1949",1931-04-13,1931-12-11,0,1,0,1,0,"M",1866-02-05,1866,NA,1949
"2697","JPN-1931-2","A2.9-8089",740,"JPN","Inukai","13/12/1931","15/05/1932","1855","1932",1931-12-13,1932-05-15,0,3,4,0,3,"M",NA,1855,NA,1932
"2698","JPN-1932-1","A2.9-8092",740,"JPN","Takahashi, K.","16/05/1932","26/05/1932","1854","1936",1932-05-16,1932-05-26,0,1,0,1,0,"M",NA,1854,NA,1936
"2699","JPN-1932-2","A2.9-8095",740,"JPN","Saito, M.","26/05/1932","07/07/1934","1858","1936",1932-05-26,1934-07-07,0,1,0,0,0,"M",NA,1858,NA,1936
"2700","JPN-1934","A2.9-8098",740,"JPN","Okada","07/07/1934","06/03/1936","1868","1952",1934-07-07,1936-03-06,0,1,0,0,0,"M",NA,1868,NA,1952
"2701","JPN-1936","A2.9-8101",740,"JPN","Hirota","09/03/1936","23/01/1937","1878","1948",1936-03-09,1937-01-23,0,1,0,0,0,"M",NA,1878,NA,1948
"2702","JPN-1937-1","A2.9-8104",740,"JPN","Hayashi","02/02/1937","31/05/1937","1876","1943",1937-02-02,1937-05-31,0,1,0,0,0,"M",NA,1876,NA,1943
"2703","JPN-1937-2","A2.9-8107",740,"JPN","Konoe, F.","31/05/1937","05/01/1939","1891","1945",1937-05-31,1939-01-05,0,1,0,0,0,"M",NA,1891,NA,1945
"2704","JPN-1939-1","A2.9-8110",740,"JPN","Hiranuma","05/01/1939","29/08/1939","1867","1952",1939-01-05,1939-08-29,0,1,0,0,0,"M",NA,1867,NA,1952
"2705","JPN-1939-2","A2.9-8113",740,"JPN","Abe, M.","30/08/1939","14/01/1940","1875","1953",1939-08-30,1940-01-14,0,1,0,0,0,"M",NA,1875,NA,1953
"2706","JPN-1940-1","A2.9-8116",740,"JPN","Yonai","14/01/1940","16/07/1940","30/12/1873","1948",1940-01-14,1940-07-16,0,1,0,0,0,"M",1873-12-30,1873,NA,1948
"2707","JPN-1940-2","A2.9-8119",740,"JPN","Konoe, F.","16/07/1940","17/10/1941","1891","1945",1940-07-16,1941-10-17,0,1,0,1,0,"M",NA,1891,NA,1945
"2708","JPN-1941","A2.9-8122",740,"JPN","Tojo","17/10/1941","18/07/1944","20/12/1883","1948",1941-10-17,1944-07-18,0,1,0,0,0,"M",1883-12-20,1883,NA,1948
"2709","JPN-1944","A2.9-8125",740,"JPN","Koiso","18/07/1944","05/04/1945","1880","1950",1944-07-18,1945-04-05,0,1,0,0,2,"M",NA,1880,NA,1950
"2710","JPN-1945-1","A2.9-8128",740,"JPN","Suzuki, Kantaro","07/04/1945","17/08/1945","24/12/1867","1948",1945-04-07,1945-08-17,0,4,9,0,2,"M",1867-12-24,1867,NA,1948
"2711","JPN-1945-2","A2.9-8131",740,"JPN","Douglas MacArthur","02/09/1945","11/04/1951","1880","-999",1945-09-02,1951-04-11,2,1,0,0,0,"M",NA,1880,NA,NA
"2712","JPN-1951","A2.9-8134",740,"JPN","Matthew Bunker Ridgway","11/04/1951","28/04/1952","1895","-999",1951-04-11,1952-04-28,0,1,0,0,0,"M",NA,1895,NA,NA
"2713","JPN-1952","A2.9-8137",740,"JPN","Yoshida, Shigeru","29/04/1952","07/12/1954","22/9/1878","1967",1952-04-29,1954-12-07,0,1,0,0,0,"M",1878-09-22,1878,NA,1967
"2714","JPN-1954","A2.9-8140",740,"JPN","Hatoyama","09/12/1954","20/12/1956","1/1/1883","1959",1954-12-09,1956-12-20,0,1,0,0,0,"M",1883-01-01,1883,NA,1959
"2715","JPN-1956","A2.9-8143",740,"JPN","Ishibashi","23/12/1956","23/02/1957","25/9/1884","1973",1956-12-23,1957-02-23,0,2.1,0,0,0,"M",1884-09-25,1884,NA,1973
"2716","JPN-1957","A2.9-8146",740,"JPN","Kishi","25/02/1957","18/07/1960","13/11/1896","1987",1957-02-25,1960-07-18,0,1,0,0,0,"M",1896-11-13,1896,NA,1987
"2717","JPN-1960","A2.9-8149",740,"JPN","Ikeda","18/07/1960","25/10/1964","3/12/1899","1965",1960-07-18,1964-10-25,0,2.1,0,0,-777,"M",1899-12-03,1899,NA,1965
"2718","JPN-1964","A2.9-8152",740,"JPN","Sato","09/11/1964","05/07/1972","27/3/1901","1975",1964-11-09,1972-07-05,0,1,0,0,0,"M",1901-03-27,1901,NA,1975
"2719","JPN-1972","A2.9-8155",740,"JPN","Tanaka","06/07/1972","09/12/1974","4/5/1918","1993",1972-07-06,1974-12-09,0,1,0,0,2,"M",1918-05-04,1918,NA,1993
"2720","JPN-1974","A2.9-8158",740,"JPN","Miki","09/12/1974","24/12/1976","17/3/1907","1988",1974-12-09,1976-12-24,0,1,0,0,0,"M",1907-03-17,1907,NA,1988
"2721","JPN-1976","A2.9-8161",740,"JPN","Fukuda","24/12/1976","07/12/1978","14/1/1905","1995",1976-12-24,1978-12-07,0,1,0,0,0,"M",1905-01-14,1905,NA,1995
"2722","JPN-1978","A2.9-8164",740,"JPN","Ohira","07/12/1978","12/06/1980","12/3/1910","1980",1978-12-07,1980-06-12,0,2,0,0,-777,"M",1910-03-12,1910,NA,1980
"2723","JPN-1980-1","A2.9-8167",740,"JPN","Ito","12/06/1980","17/07/1980","15/12/1913","1994",1980-06-12,1980-07-17,0,1,0,0,0,"M",1913-12-15,1913,NA,1994
"2724","JPN-1980-2","A2.9-8170",740,"JPN","Suzuki","17/07/1980","26/11/1982","11/1/1911","2004",1980-07-17,1982-11-26,0,1,0,0,0,"M",1911-01-11,1911,NA,2004
"2725","JPN-1982","A2.9-8173",740,"JPN","Nakasone","26/11/1982","06/11/1987","27/5/1918","-777",1982-11-26,1987-11-06,0,1,0,0,0,"M",1918-05-27,1918,NA,-777
"2726","JPN-1987","A2.9-8176",740,"JPN","Takeshita","06/11/1987","02/06/1989","26/2/1924","2000",1987-11-06,1989-06-02,0,1,0,0,0,"M",1924-02-26,1924,NA,2000
"2727","JPN-1989-1","A2.9-8179",740,"JPN","Uno","02/06/1989","09/08/1989","27/8/1922","1998",1989-06-02,1989-08-09,0,1,0,0,0,"M",1922-08-27,1922,NA,1998
"2728","JPN-1989-2","A2.9-8182",740,"JPN","Kaifu","09/08/1989","06/11/1991","2/1/1931","-777",1989-08-09,1991-11-06,0,1,0,0,0,"M",1931-01-02,1931,NA,-777
"2729","JPN-1991","A2.9-8185",740,"JPN","Miyazawa","06/11/1991","09/08/1993","8/10/1919","2007",1991-11-06,1993-08-09,0,1,0,0,0,"M",1919-10-08,1919,NA,2007
"2730","JPN-1993","A2.9-8188",740,"JPN","Hosokawa","09/08/1993","25/04/1994","14/1/1938","-777",1993-08-09,1994-04-25,0,1,0,0,0,"M",1938-01-14,1938,NA,-777
"2731","JPN-1994-1","A2.9-8191",740,"JPN","Hata","25/04/1994","29/06/1994","24/8/1935","-777",1994-04-25,1994-06-29,0,1,0,0,0,"M",1935-08-24,1935,NA,-777
"2732","JPN-1994-2","A2.9-8194",740,"JPN","Murayama","29/06/1994","11/01/1996","1924","-777",1994-06-29,1996-01-11,0,1,0,0,0,"M",NA,1924,NA,-777
"2733","JPN-1996","A2.9-8197",740,"JPN","Hashimoto","11/01/1996","30/07/1998","29/7/1937","2006",1996-01-11,1998-07-30,0,1,0,0,0,"M",1937-07-29,1937,NA,2006
"2734","JPN-1998","A2.9-8200",740,"JPN","Obuchi","30/07/1998","02/04/2000","23/06/1937","2000",1998-07-30,2000-04-02,0,2.1,0,0,-777,"M",1937-06-23,1937,NA,2000
"2735","JPN-2000-1","A2.9-8203",740,"JPN","Mikio Aoki","02/04/2000","05/04/2000","1934","-777",2000-04-02,2000-04-05,0,1,0,0,0,"M",NA,1934,NA,-777
"2736","JPN-2000-2","A2.9-8206",740,"JPN","Yoshiro Mori","05/04/2000","26/04/2001","1937","-777",2000-04-05,2001-04-26,0,1,0,0,0,"M",NA,1937,NA,-777
"2737","JPN-2001","A2.9-8209",740,"JPN","Junichiro Koizumi","26/04/2001","31/12/2004","8/1/1942","-777",2001-04-26,2004-12-31,0,-888,0,0,-888,"M",1942-01-08,1942,NA,-777
"2738","IND-1947","A2.9-8212",750,"IND","Nehru","15/08/1947","27/05/1964","14/11/1889","27/05/1964",1947-08-15,1964-05-27,0,2,0,0,-777,"M",1889-11-14,1889,1964-05-27,1964
"2739","IND-1964-1","A2.9-8215",750,"IND","Nanda","27/05/1964","09/06/1964","4/7/1898","1998",1964-05-27,1964-06-09,0,1,0,0,0,"M",1898-07-04,1898,NA,1998
"2740","IND-1964-2","A2.9-8218",750,"IND","Shastri","09/06/1964","11/01/1966","2/10/1904","1966",1964-06-09,1966-01-11,0,2,0,0,-777,"M",1904-10-02,1904,NA,1966
"2741","IND-1966-1","A2.9-8221",750,"IND","Nanda","11/01/1966","24/01/1966","4/7/1898","1998",1966-01-11,1966-01-24,0,1,0,1,0,"M",1898-07-04,1898,NA,1998
"2742","IND-1966-2","A2.9-8224",750,"IND","Gandhi, I.","24/01/1966","22/03/1977","19/11/1917","31/10/1984",1966-01-24,1977-03-22,0,1,0,0,2,"F",1917-11-19,1917,1984-10-31,1984
"2743","IND-1977","A2.9-8227",750,"IND","Desai","24/03/1977","15/06/1979","29/2/1896","10/03/1995",1977-03-24,1979-06-15,0,1,0,0,0,"M",1896-02-29,1896,1995-03-10,1995
"2744","IND-1979","A2.9-8230",750,"IND","Charan Singh","28/07/1979","14/01/1980","23/12/1902","1987",1979-07-28,1980-01-14,0,1,0,0,0,"M",1902-12-23,1902,NA,1987
"2745","IND-1980","A2.9-8233",750,"IND","Gandhi, I.","14/01/1980","31/10/1984","19/11/1917","31/10/1984",1980-01-14,1984-10-31,0,3,111,1,3,"F",1917-11-19,1917,1984-10-31,1984
"2746","IND-1984","A2.9-8236",750,"IND","Gandhi, R.","31/10/1984","02/12/1989","20/8/1944","21/05/1991",1984-10-31,1989-12-02,0,1,0,0,0,"M",1944-08-20,1944,1991-05-21,1991
"2747","IND-1989","A2.9-8239",750,"IND","Pratap Singh","02/12/1989","10/11/1990","25/6/1931","-777",1989-12-02,1990-11-10,0,1,0,0,0,"M",1931-06-25,1931,NA,-777
"2748","IND-1990","A2.9-8242",750,"IND","Shekhar","10/11/1990","21/06/1991","17/4/1927","2007",1990-11-10,1991-06-21,0,1,0,0,0,"M",1927-04-17,1927,NA,2007
"2749","IND-1991","A2.9-8245",750,"IND","Rao","21/06/1991","16/05/1996","28/6/1921","23/12/2004",1991-06-21,1996-05-16,0,1,0,0,0,"M",1921-06-28,1921,2004-12-23,2004
"2750","IND-1996-1","A2.9-8248",750,"IND","Vajpayee","16/05/1996","01/06/1996","1924","-777",1996-05-16,1996-06-01,0,1,0,0,0,"M",NA,1924,NA,-777
"2751","IND-1996-2","A2.9-8251",750,"IND","Gowda","01/06/1996","21/04/1997","18/5/1933","-777",1996-06-01,1997-04-21,0,1,0,0,0,"M",1933-05-18,1933,NA,-777
"2752","IND-1997","A2.9-8254",750,"IND","Gujral","21/04/1997","19/03/1998","4/12/1919","-777",1997-04-21,1998-03-19,0,1,0,0,0,"M",1919-12-04,1919,NA,-777
"2753","IND-1998","A2.9-8257",750,"IND","Vajpayee","19/03/1998","22/05/2004","1924","-777",1998-03-19,2004-05-22,0,1,0,1,0,"M",NA,1924,NA,-777
"2754","IND-2004","A2.9-8260",750,"IND","Manmohan Singh","22/05/2004","31/12/2004","1932","-777",2004-05-22,2004-12-31,0,-888,0,0,-888,"M",NA,1932,NA,-777
"2755","BHU-1926","A2.9-8263",760,"BHU","Wangchuk, Jigme","21/08/1926","24/03/1952","1902","24/03/1952",1926-08-21,1952-03-24,0,2,0,0,-777,"M",NA,1902,1952-03-24,1952
"2756","BHU-1952","A2.9-8266",760,"BHU","Wangchuk, Jigme Dorji","24/03/1952","21/07/1972","1929","21/07/1972",1952-03-24,1972-07-21,0,2,0,0,-777,"M",NA,1929,1972-07-21,1972
"2757","BHU-1972","A2.9-8269",760,"BHU","Wangchuck, Jigme Singye","21/07/1972","20/07/1998","11/11/1955","-777",1972-07-21,1998-07-20,0,1,0,0,0,"M",1955-11-11,1955,NA,-777
"2758","BHU-1998","A2.9-8272",760,"BHU","Lyonpo Jigme Thinley","20/07/1998","09/07/1999","1952","-777",1998-07-20,1999-07-09,0,1,0,0,0,"M",NA,1952,NA,-777
"2759","BHU-1999","A2.9-8275",760,"BHU","Lyonpo Sangay Ngedup","09/07/1999","20/07/2000","1953","-777",1999-07-09,2000-07-20,0,1,0,0,0,"M",NA,1953,NA,-777
"2760","BHU-2000","A2.9-8278",760,"BHU","Lyonpo Yeshey Zimba","20/07/2000","08/08/2001","1952","-777",2000-07-20,2001-08-08,0,1,0,0,0,"M",NA,1952,NA,-777
"2761","BHU-2001","A2.9-8281",760,"BHU","Lyonpo Khandu Wangchuk","08/08/2001","14/08/2002","1950","-777",2001-08-08,2002-08-14,0,1,0,0,0,"M",NA,1950,NA,-777
"2762","BHU-2002","A2.9-8284",760,"BHU","Lyonpo Kinzang Dorji","14/08/2002","30/08/2003","1951","-777",2002-08-14,2003-08-30,0,1,0,0,0,"M",NA,1951,NA,-777
"2763","BHU-2003","A2.9-8287",760,"BHU","Lyonpo Jigme Thinley","30/08/2003","18/08/2004","1952","-777",2003-08-30,2004-08-18,0,1,0,1,-999,"M",NA,1952,NA,-777
"2764","BHU-2004","A2.9-8290",760,"BHU","Lyonpo Yeshey Zimba","18/08/2004","31/12/2004","1952","-777",2004-08-18,2004-12-31,0,-888,0,1,-888,"M",NA,1952,NA,-777
"2765","PAK-1947","A2.9-8293",770,"PAK","Jinnah","15/08/1947","11/09/1948","25/12/1876","11/09/1948",1947-08-15,1948-09-11,0,2,0,0,-777,"M",1876-12-25,1876,1948-09-11,1948
"2766","PAK-1948","A2.9-8296",770,"PAK","L. Khan","11/09/1948","16/10/1951","1/10/1895","16/10/1951",1948-09-11,1951-10-16,0,3,11,0,3,"M",1895-10-01,1895,1951-10-16,1951
"2767","PAK-1951","A2.9-8299",770,"PAK","Nazimuddin","17/10/1951","17/04/1953","19/7/1894","1964",1951-10-17,1953-04-17,0,1,0,0,0,"M",1894-07-19,1894,NA,1964
"2768","PAK-1953","A2.9-8302",770,"PAK","Mohammed Ali","17/04/1953","08/08/1955","19/10/1909","1963",1953-04-17,1955-08-08,0,1,0,0,0,"M",1909-10-19,1909,NA,1963
"2769","PAK-1955","A2.9-8305",770,"PAK","Chaudhri M. Ali","11/08/1955","12/09/1956","15/7/1905","1/12/1980",1955-08-11,1956-09-12,0,1,0,0,0,"M",1905-07-15,1905,1980-12-01,1980
"2770","PAK-1956","A2.9-8308",770,"PAK","Shahid Suhrawardy","12/09/1956","17/10/1957","8/9/1893","1963",1956-09-12,1957-10-17,0,1,0,0,0,"M",1893-09-08,1893,NA,1963
"2771","PAK-1957-1","A2.9-8311",770,"PAK","Chundrigar","17/10/1957","16/12/1957","1897","1960",1957-10-17,1957-12-16,0,1,0,0,0,"M",NA,1897,NA,1960
"2772","PAK-1957-2","A2.9-8314",770,"PAK","Khan Noon","16/12/1957","07/10/1958","7/5/1893","1970",1957-12-16,1958-10-07,0,3,8,0,0,"M",1893-05-07,1893,NA,1970
"2773","PAK-1958","A2.9-8317",770,"PAK","Ayub Khan","07/10/1958","25/03/1969","14/5/1907","19/04/1974",1958-10-07,1969-03-25,1,3,2,0,0,"M",1907-05-14,1907,1974-04-19,1974
"2774","PAK-1969","A2.9-8320",770,"PAK","Yahya Khan","31/03/1969","20/12/1971","4/2/1917","1980",1969-03-31,1971-12-20,1,3,6,0,2,"M",1917-02-04,1917,NA,1980
"2775","PAK-1971","A2.9-8323",770,"PAK","Bhutto","20/12/1971","05/07/1977","5/1/1928","04/04/1979",1971-12-20,1977-07-05,0,3,6,0,3,"M",1928-01-05,1928,1979-04-04,1979
"2776","PAK-1977","A2.9-8326",770,"PAK","Zia","05/07/1977","17/08/1988","12/8/1924","17/08/1988",1977-07-05,1988-08-17,1,3,111,0,3,"M",1924-08-12,1924,1988-08-17,1988
"2777","PAK-1988-1","A2.9-8329",770,"PAK","Ishaq Khan","17/08/1988","02/12/1988","1915","28/10/2006",1988-08-17,1988-12-02,0,1,0,0,0,"M",NA,1915,2006-10-28,2006
"2778","PAK-1988-2","A2.9-8332",770,"PAK","Bhutto Benazir","02/12/1988","06/08/1990","21/6/1953","-777",1988-12-02,1990-08-06,0,1,0,0,0,"F",1953-06-21,1953,NA,-777
"2779","PAK-1990-1","A2.9-8335",770,"PAK","Jatoi","06/08/1990","06/11/1990","1931","-777",1990-08-06,1990-11-06,0,1,0,0,0,"M",NA,1931,NA,-777
"2780","PAK-1990-2","A2.9-8338",770,"PAK","Sharif","06/11/1990","18/04/1993","25/12/1949","-777",1990-11-06,1993-04-18,0,3,8,0,0,"M",1949-12-25,1949,NA,-777
"2781","PAK-1993-1","A2.9-8341",770,"PAK","Mazari","18/04/1993","26/05/1993","1922","-777",1993-04-18,1993-05-26,1,1,0,0,0,"M",NA,1922,NA,-777
"2782","PAK-1993-2","A2.9-8344",770,"PAK","Sharif","26/05/1993","18/07/1993","25/12/1949","-777",1993-05-26,1993-07-18,0,1,0,1,0,"M",1949-12-25,1949,NA,-777
"2783","PAK-1993-3","A2.9-8347",770,"PAK","Qureshi","19/07/1993","19/10/1993","1930","-777",1993-07-19,1993-10-19,0,1,0,0,0,"M",NA,1930,NA,-777
"2784","PAK-1993-4","A2.9-8350",770,"PAK","Bhutto Benazir","19/10/1993","05/11/1996","21/6/1953","-777",1993-10-19,1996-11-05,0,3,8,1,0,"F",1953-06-21,1953,NA,-777
"2785","PAK-1996","A2.9-8353",770,"PAK","Khalid","05/11/1996","17/02/1997","1916","2003",1996-11-05,1997-02-17,1,1,0,0,0,"M",NA,1916,NA,2003
"2786","PAK-1997","A2.9-8356",770,"PAK","Sharif","17/02/1997","12/10/1999","25/12/1949","-777",1997-02-17,1999-10-12,0,3,6,2,2,"M",1949-12-25,1949,NA,-777
"2787","PAK-1999","A2.9-8359",770,"PAK","Musharraf","14/10/1999","31/12/2004","1943","-777",1999-10-14,2004-12-31,1,-888,0,0,-888,"M",NA,1943,NA,-777
"2788","BNG-1971","A2.9-8362",771,"BNG","Syed Nazrul Islam","11/04/1971","10/01/1972","1925","1975",1971-04-11,1972-01-10,0,1,0,0,0,"M",NA,1925,NA,1975
"2789","BNG-1972","A2.9-8365",771,"BNG","Sheikh Mujib Rahman","13/01/1972","15/08/1975","17/3/1920","15/08/1975",1972-01-13,1975-08-15,0,3,6,0,3,"M",1920-03-17,1920,1975-08-15,1975
