"","year","ccode","polity2","democ"
"4525",1985,451,-7,0
"4526",1985,830,-2,2
"4527",1985,940,7,7
"4528",1985,520,-7,0
"4529",1985,230,10,10
"4530",1985,780,5,6
"4531",1985,625,0,-88
"4532",1985,115,-6,0
"4533",1985,572,-10,0
"4534",1985,380,10,10
"4535",1985,225,10,10
"4536",1985,652,-9,0
"4537",1985,713,-7,0
"4538",1985,510,-6,0
"4539",1985,800,2,3
"4540",1985,461,-7,0
"4541",1985,52,9,9
"4542",1985,616,-8,0
"4543",1985,640,7,7
"4544",1985,696,-8,0
"4545",1985,500,0,-77
"4546",1985,200,10,10
"4547",1985,165,9,9
"4548",1985,2,10,10
"4549",1985,364,-7,0
"4550",1985,101,9,9
"4551",1985,818,-7,0
"4552",1985,678,-6,0
"4553",1985,680,-8,0
"4554",1985,345,-5,1
"4555",1985,490,-9,0
"4556",1985,551,-9,0
"4557",1985,552,1,3
"4558",1986,700,NA,-66
"4559",1986,339,-9,0
"4560",1986,615,-9,0
"4561",1986,540,-7,0
"4562",1986,160,8,8
"4563",1986,900,10,10
"4564",1986,305,10,10
"4565",1986,692,-10,0
"4566",1986,211,10,10
"4567",1986,434,-7,0
"4568",1986,439,-7,0
"4569",1986,760,-10,0
"4570",1986,771,-5,0
"4571",1986,145,9,9
"4572",1986,571,6,6
"4573",1986,140,7,7
"4574",1986,516,-7,0
"4575",1986,355,-7,0
"4576",1986,811,NA,-66
"4577",1986,20,10,10
"4578",1986,471,-8,0
"4579",1986,402,-3,2
"4580",1986,482,-7,0
"4581",1986,483,-7,0
"4582",1986,155,-6,0
"4583",1986,710,-7,0
"4584",1986,100,8,8
"4585",1986,581,-7,0
"4586",1986,484,-8,0
"4587",1986,94,10,10
"4588",1986,40,-7,0
"4589",1986,352,10,10
"4590",1986,315,-7,0
"4591",1986,390,10,10
"4592",1986,522,-8,0
"4593",1986,42,6,6
"4594",1986,130,8,8
"4595",1986,651,-6,0
"4596",1986,411,-7,0
"4597",1986,530,-8,0
"4598",1986,375,10,10
"4599",1986,950,9,9
"4600",1986,220,9,9
"4601",1986,481,-9,0
"4602",1986,420,7,7
"4603",1986,265,-9,0
"4604",1986,255,10,10
"4605",1986,452,-7,0
"4606",1986,404,-8,0
"4607",1986,350,10,10
"4608",1986,90,3,4
"4609",1986,438,-7,0
"4610",1986,110,-7,0
"4611",1986,41,-8,-88
"4612",1986,91,5,5
"4613",1986,310,-7,0
"4614",1986,750,8,8
"4615",1986,850,-7,0
"4616",1986,205,10,10
"4617",1986,630,-6,0
"4618",1986,645,-9,0
"4619",1986,666,9,9
"4620",1986,325,10,10
"4621",1986,437,-9,0
"4622",1986,51,10,10
"4623",1986,663,-9,0
"4624",1986,740,10,10
"4625",1986,501,-7,0
"4626",1986,690,-10,0
"4627",1986,812,-7,0
"4628",1986,450,-6,0
"4629",1986,660,0,-77
"4630",1986,570,-7,0
"4631",1986,620,-7,0
"4632",1986,212,10,10
"4633",1986,435,-7,0
"4634",1986,580,-6,0
"4635",1986,820,4,5
"4636",1986,590,10,10
"4637",1986,553,-9,0
"4638",1986,70,-3,1
"4639",1986,432,-7,0
"4640",1986,712,-7,0
"4641",1986,600,-8,0
"4642",1986,775,-8,0
"4643",1986,541,-7,0
"4644",1986,790,-2,2
"4645",1986,920,10,10
"4646",1986,93,-1,1
"4647",1986,475,-7,0
"4648",1986,436,-7,0
"4649",1986,385,10,10
"4650",1986,210,10,10
"4651",1986,698,-10,0
"4652",1986,770,-4,0
"4653",1986,95,-6,0
"4654",1986,150,-8,0
"4655",1986,135,7,7
"4656",1986,840,1,-88
"4657",1986,910,4,4
"4658",1986,290,-7,0
"4659",1986,235,10,10
"4660",1986,731,-9,0
"4661",1986,694,-10,0
"4662",1986,732,-5,0
"4663",1986,360,-8,0
"4664",1986,517,-7,0
"4665",1986,560,4,7
"4666",1986,92,6,6
"4667",1986,670,-10,0
"4668",1986,433,-1,2
"4669",1986,451,-7,0
"4670",1986,830,-2,2
"4671",1986,940,7,7
"4672",1986,520,-7,0
"4673",1986,230,10,10
"4674",1986,780,5,6
"4675",1986,625,7,8
"4676",1986,115,-6,0
"4677",1986,572,-10,0
"4678",1986,380,10,10
"4679",1986,225,10,10
"4680",1986,652,-9,0
"4681",1986,713,-7,0
"4682",1986,510,-6,0
"4683",1986,800,2,3
"4684",1986,461,-7,0
"4685",1986,52,9,9
"4686",1986,616,-8,0
"4687",1986,640,7,7
"4688",1986,696,-8,0
"4689",1986,500,-7,0
"4690",1986,200,10,10
"4691",1986,165,9,9
"4692",1986,2,10,10
"4693",1986,364,-7,0
"4694",1986,101,9,9
"4695",1986,818,-7,0
"4696",1986,678,-6,0
"4697",1986,680,-7,0
"4698",1986,345,-5,1
"4699",1986,490,-9,0
"4700",1986,551,-9,0
"4701",1986,552,1,3
"4702",1987,700,NA,-66
"4703",1987,339,-9,0
"4704",1987,615,-9,0
"4705",1987,540,-7,0
"4706",1987,160,8,8
"4707",1987,900,10,10
"4708",1987,305,10,10
"4709",1987,692,-10,0
"4710",1987,211,10,10
"4711",1987,434,-7,0
"4712",1987,439,-7,0
"4713",1987,760,-10,0
"4714",1987,771,-5,0
"4715",1987,145,9,9
"4716",1987,571,7,7
"4717",1987,140,7,7
"4718",1987,516,-7,0
"4719",1987,355,-7,0
"4720",1987,811,NA,-66
"4721",1987,20,10,10
"4722",1987,471,-8,0
"4723",1987,402,-3,2
"4724",1987,482,-7,0
"4725",1987,483,-7,0
"4726",1987,155,-6,0
"4727",1987,710,-7,0
"4728",1987,100,8,8
"4729",1987,581,-7,0
"4730",1987,484,-8,0
"4731",1987,94,10,10
"4732",1987,40,-7,0
"4733",1987,352,10,10
"4734",1987,315,-7,0
"4735",1987,390,10,10
"4736",1987,522,-8,0
"4737",1987,42,6,6
"4738",1987,130,8,8
"4739",1987,651,-6,0
"4740",1987,411,-7,0
"4741",1987,530,-8,0
"4742",1987,375,10,10
"4743",1987,950,-3,0
"4744",1987,220,9,9
"4745",1987,481,-9,0
"4746",1987,420,7,7
"4747",1987,265,-9,0
"4748",1987,255,10,10
"4749",1987,452,-7,0
"4750",1987,404,-8,0
"4751",1987,350,10,10
"4752",1987,90,3,4
"4753",1987,438,-7,0
"4754",1987,110,-7,0
"4755",1987,41,-8,-88
"4756",1987,91,5,5
"4757",1987,310,-7,0
"4758",1987,750,8,8
"4759",1987,850,-7,0
"4760",1987,205,10,10
"4761",1987,630,-6,0
"4762",1987,645,-9,0
"4763",1987,666,9,9
"4764",1987,325,10,10
"4765",1987,437,-9,0
"4766",1987,51,10,10
"4767",1987,663,-9,0
"4768",1987,740,10,10
"4769",1987,501,-7,0
"4770",1987,690,-10,0
"4771",1987,812,-7,0
"4772",1987,450,-6,0
"4773",1987,660,0,-77
"4774",1987,570,-7,0
"4775",1987,620,-7,0
"4776",1987,212,10,10
"4777",1987,435,-7,0
"4778",1987,580,-6,0
"4779",1987,820,4,5
"4780",1987,590,10,10
"4781",1987,553,-9,0
"4782",1987,70,-3,1
"4783",1987,432,-7,0
"4784",1987,712,-7,0
"4785",1987,600,-8,0
"4786",1987,775,-8,0
"4787",1987,541,-7,0
"4788",1987,790,-2,2
"4789",1987,920,10,10
"4790",1987,93,-1,1
"4791",1987,475,-7,0
"4792",1987,436,-7,0
"4793",1987,385,10,10
"4794",1987,210,10,10
"4795",1987,698,-10,0
"4796",1987,770,-4,0
"4797",1987,95,-8,0
"4798",1987,150,-8,0
"4799",1987,135,7,7
"4800",1987,840,8,8
"4801",1987,910,4,4
"4802",1987,290,-6,0
"4803",1987,235,10,10
"4804",1987,731,-9,0
"4805",1987,694,-10,0
"4806",1987,732,1,-88
"4807",1987,360,-8,0
"4808",1987,517,-7,0
"4809",1987,560,4,7
"4810",1987,92,6,6
"4811",1987,670,-10,0
"4812",1987,433,-1,2
"4813",1987,451,-7,0
"4814",1987,830,-2,2
"4815",1987,940,7,7
"4816",1987,520,-7,0
"4817",1987,230,10,10
"4818",1987,780,5,6
"4819",1987,625,7,8
"4820",1987,115,-1,2
"4821",1987,572,-10,0
"4822",1987,380,10,10
"4823",1987,225,10,10
"4824",1987,652,-9,0
"4825",1987,713,-1,2
"4826",1987,510,-6,0
"4827",1987,800,2,3
"4828",1987,461,-7,0
"4829",1987,52,9,9
"4830",1987,616,-5,0
"4831",1987,640,7,7
"4832",1987,696,-8,0
"4833",1987,500,-7,0
"4834",1987,200,10,10
"4835",1987,165,9,9
"4836",1987,2,10,10
"4837",1987,364,-7,0
"4838",1987,101,9,9
"4839",1987,818,-7,0
"4840",1987,678,-6,0
"4841",1987,680,-7,0
"4842",1987,345,-5,1
"4843",1987,490,-9,0
"4844",1987,551,-9,0
"4845",1987,552,-6,0
"4846",1988,700,NA,-66
"4847",1988,339,-9,0
"4848",1988,615,-9,0
"4849",1988,540,-7,0
"4850",1988,160,8,8
"4851",1988,900,10,10
"4852",1988,305,10,10
"4853",1988,692,-10,0
"4854",1988,211,10,10
"4855",1988,434,-7,0
"4856",1988,439,-7,0
"4857",1988,760,-10,0
"4858",1988,771,-5,0
"4859",1988,145,9,9
"4860",1988,571,7,7
"4861",1988,140,8,8
"4862",1988,516,-7,0
"4863",1988,355,-7,0
"4864",1988,811,0,-88
"4865",1988,20,10,10
"4866",1988,471,-8,0
"4867",1988,402,-3,2
"4868",1988,482,-7,0
"4869",1988,483,-7,0
"4870",1988,155,-1,2
"4871",1988,710,-7,0
"4872",1988,100,8,8
"4873",1988,581,-7,0
"4874",1988,484,-8,0
"4875",1988,94,10,10
"4876",1988,40,-7,0
"4877",1988,352,10,10
"4878",1988,315,-7,0
"4879",1988,390,10,10
"4880",1988,522,-8,0
"4881",1988,42,6,6
"4882",1988,130,9,9
"4883",1988,651,-6,0
"4884",1988,411,-7,0
"4885",1988,530,-8,0
"4886",1988,375,10,10
"4887",1988,950,-3,0
"4888",1988,220,9,9
"4889",1988,481,-9,0
"4890",1988,420,7,7
"4891",1988,265,-9,0
"4892",1988,255,10,10
"4893",1988,452,-7,0
"4894",1988,404,-8,0
"4895",1988,350,10,10
"4896",1988,90,3,4
"4897",1988,438,-7,0
"4898",1988,110,-7,0
"4899",1988,41,-7,0
"4900",1988,91,5,5
"4901",1988,310,-2,2
"4902",1988,750,8,8
"4903",1988,850,-7,0
"4904",1988,205,10,10
"4905",1988,630,-6,0
"4906",1988,645,-9,0
"4907",1988,666,9,9
"4908",1988,325,10,10
"4909",1988,437,-9,0
"4910",1988,51,10,10
"4911",1988,663,-9,0
"4912",1988,740,10,10
"4913",1988,501,-7,0
"4914",1988,690,-10,0
"4915",1988,812,-7,0
"4916",1988,450,-6,0
"4917",1988,660,0,-77
"4918",1988,570,-7,0
"4919",1988,620,-7,0
"4920",1988,212,10,10
"4921",1988,435,-7,0
"4922",1988,580,-6,0
"4923",1988,820,4,5
"4924",1988,590,10,10
"4925",1988,553,-9,0
"4926",1988,70,0,2
"4927",1988,432,-7,0
"4928",1988,712,-7,0
"4929",1988,600,-8,0
"4930",1988,775,-6,0
"4931",1988,541,-7,0
"4932",1988,790,-2,2
"4933",1988,920,10,10
"4934",1988,93,-1,1
"4935",1988,475,-7,0
"4936",1988,436,-7,0
"4937",1988,385,10,10
"4938",1988,210,10,10
"4939",1988,698,-10,0
"4940",1988,770,8,8
"4941",1988,95,-8,0
"4942",1988,150,-8,0
"4943",1988,135,7,7
"4944",1988,840,8,8
"4945",1988,910,4,4
"4946",1988,290,-6,0
"4947",1988,235,10,10
"4948",1988,731,-9,0
"4949",1988,694,-10,0
"4950",1988,732,6,7
"4951",1988,360,-8,0
"4952",1988,517,-7,0
"4953",1988,560,4,7
"4954",1988,92,6,6
"4955",1988,670,-10,0
"4956",1988,433,-1,2
"4957",1988,451,-7,0
"4958",1988,830,-2,2
"4959",1988,940,7,7
"4960",1988,520,-7,0
"4961",1988,230,10,10
"4962",1988,780,5,6
"4963",1988,625,7,8
"4964",1988,115,-1,2
"4965",1988,572,-10,0
"4966",1988,380,10,10
"4967",1988,225,10,10
"4968",1988,652,-9,0
"4969",1988,713,-1,2
"4970",1988,510,-6,0
"4971",1988,800,3,4
"4972",1988,461,-7,0
"4973",1988,52,9,9
"4974",1988,616,-5,0
"4975",1988,640,7,7
"4976",1988,696,-8,0
"4977",1988,500,-7,0
"4978",1988,200,10,10
"4979",1988,165,9,9
"4980",1988,2,10,10
"4981",1988,364,-6,0
"4982",1988,101,9,9
"4983",1988,818,-7,0
"4984",1988,678,-5,0
"4985",1988,680,-7,0
"4986",1988,345,-5,1
"4987",1988,490,-9,0
"4988",1988,551,-9,0
"4989",1988,552,-6,0
"4990",1989,700,-8,0
"4991",1989,339,-9,0
"4992",1989,615,-2,1
"4993",1989,540,-7,0
"4994",1989,160,7,7
"4995",1989,900,10,10
"4996",1989,305,10,10
"4997",1989,692,-10,0
"4998",1989,211,10,10
"4999",1989,434,-7,0
"5000",1989,439,-7,0
"5001",1989,760,-10,0
"5002",1989,771,-5,0
"5003",1989,145,9,9
"5004",1989,571,7,7
"5005",1989,140,8,8
"5006",1989,516,-7,0
"5007",1989,355,-7,0
"5008",1989,811,0,-88
"5009",1989,20,10,10
"5010",1989,471,-8,0
"5011",1989,402,-3,2
"5012",1989,482,-7,0
"5013",1989,483,-7,0
"5014",1989,155,8,8
"5015",1989,710,-7,0
"5016",1989,100,8,8
"5017",1989,581,-7,0
"5018",1989,484,-8,0
"5019",1989,94,10,10
"5020",1989,40,-7,0
"5021",1989,352,10,10
"5022",1989,315,-6,0
"5023",1989,390,10,10
"5024",1989,522,-8,0
"5025",1989,42,6,6
"5026",1989,130,9,9
"5027",1989,651,-6,0
"5028",1989,411,-7,0
"5029",1989,530,-8,0
"5030",1989,375,10,10
"5031",1989,950,-3,0
"5032",1989,220,9,9
"5033",1989,481,-9,0
"5034",1989,420,7,7
"5035",1989,265,NA,-88
"5036",1989,255,10,10
"5037",1989,452,-7,0
"5038",1989,404,-8,0
"5039",1989,350,10,10
"5040",1989,90,3,4
"5041",1989,438,-7,0
"5042",1989,110,-7,0
"5043",1989,41,-6,0
"5044",1989,91,6,6
"5045",1989,310,4,-88
"5046",1989,750,8,8
"5047",1989,850,-7,0
"5048",1989,205,10,10
"5049",1989,630,-6,0
"5050",1989,645,-9,0
"5051",1989,666,9,9
"5052",1989,325,10,10
"5053",1989,437,-9,0
"5054",1989,51,10,10
"5055",1989,663,-4,1
"5056",1989,740,10,10
"5057",1989,501,-7,0
"5058",1989,690,-10,0
"5059",1989,812,-7,0
"5060",1989,450,-6,0
"5061",1989,660,0,-77
"5062",1989,570,-7,0
"5063",1989,620,-7,0
"5064",1989,212,10,10
"5065",1989,435,-7,0
"5066",1989,580,-6,0
"5067",1989,820,4,5
"5068",1989,590,10,10
"5069",1989,553,-9,0
"5070",1989,70,0,2
"5071",1989,432,-7,0
"5072",1989,712,-7,0
"5073",1989,600,-8,0
"5074",1989,775,-6,0
"5075",1989,541,-7,0
"5076",1989,790,-2,2
"5077",1989,920,10,10
"5078",1989,93,-1,1
"5079",1989,475,-5,0
"5080",1989,436,-7,0
"5081",1989,385,10,10
"5082",1989,210,10,10
"5083",1989,698,-10,0
"5084",1989,770,8,8
"5085",1989,95,8,8
"5086",1989,150,2,3
"5087",1989,135,7,7
"5088",1989,840,8,8
"5089",1989,910,4,4
"5090",1989,290,5,5
"5091",1989,235,10,10
"5092",1989,731,-9,0
"5093",1989,694,-10,0
"5094",1989,732,6,7
"5095",1989,360,-2,-88
"5096",1989,517,-7,0
"5097",1989,560,4,7
"5098",1989,92,6,6
"5099",1989,670,-10,0
"5100",1989,433,-1,2
"5101",1989,451,-7,0
"5102",1989,830,-2,2
"5103",1989,940,7,7
"5104",1989,520,-7,0
"5105",1989,230,10,10
"5106",1989,780,5,6
"5107",1989,625,-7,0
"5108",1989,115,-1,2
"5109",1989,572,-10,0
"5110",1989,380,10,10
"5111",1989,225,10,10
"5112",1989,652,-9,0
"5113",1989,713,-1,2
"5114",1989,510,-6,0
"5115",1989,800,3,4
"5116",1989,461,-7,0
"5117",1989,52,9,9
"5118",1989,616,-5,0
"5119",1989,640,9,9
"5120",1989,696,-8,0
"5121",1989,500,-7,0
"5122",1989,200,10,10
"5123",1989,165,10,10
"5124",1989,2,10,10
"5125",1989,364,-4,1
"5126",1989,101,9,9
"5127",1989,818,-7,0
"5128",1989,678,-5,0
"5129",1989,680,-7,0
"5130",1989,345,-5,1
"5131",1989,490,-9,0
"5132",1989,551,-9,0
"5133",1989,552,-6,0
"5134",1990,700,-8,0
"5135",1990,339,1,3
"5136",1990,615,-2,1
"5137",1990,540,-7,0
"5138",1990,160,7,7
"5139",1990,900,10,10
"5140",1990,305,10,10
"5141",1990,692,-10,0
"5142",1990,211,10,10
"5143",1990,434,0,-88
"5144",1990,439,-7,0
"5145",1990,760,-10,0
"5146",1990,771,-5,0
"5147",1990,145,9,9
"5148",1990,571,7,7
"5149",1990,140,8,8
"5150",1990,516,-7,0
"5151",1990,355,8,8
"5152",1990,811,1,-88
"5153",1990,20,10,10
"5154",1990,471,-8,0
"5155",1990,402,-2,2
"5156",1990,482,-7,0
"5157",1990,483,-7,0
"5158",1990,155,8,8
"5159",1990,710,-7,0
"5160",1990,100,8,8
"5161",1990,581,4,5
"5162",1990,484,-8,0
"5163",1990,94,10,10
"5164",1990,40,-7,0
"5165",1990,352,10,10
"5166",1990,315,8,8
"5167",1990,390,10,10
"5168",1990,522,-8,0
"5169",1990,42,6,6
"5170",1990,130,9,9
"5171",1990,651,-6,0
"5172",1990,411,-7,0
"5173",1990,530,-8,0
"5174",1990,375,10,10
"5175",1990,950,5,6
"5176",1990,220,9,9
"5177",1990,481,-6,-88
"5178",1990,420,8,8
"5179",1990,265,NA,-88
"5180",1990,255,10,10
"5181",1990,452,-7,0
"5182",1990,255,10,10
"5183",1990,404,-8,0
"5184",1990,350,10,10
"5185",1990,90,3,4
"5186",1990,438,-7,0
"5187",1990,110,-7,0
"5188",1990,41,7,7
"5189",1990,91,6,6
"5190",1990,310,10,10
"5191",1990,750,8,8
"5192",1990,850,-7,0
"5193",1990,205,10,10
"5194",1990,630,-6,0
"5195",1990,645,-9,0
"5196",1990,666,9,9
"5197",1990,325,10,10
"5198",1990,437,-7,0
"5199",1990,51,10,10
"5200",1990,663,-4,1
"5201",1990,740,10,10
"5202",1990,501,-7,0
"5203",1990,690,NA,-66
"5204",1990,812,-7,0
"5205",1990,450,0,-77
"5206",1990,660,NA,-66
"5207",1990,570,-7,0
"5208",1990,620,-7,0
"5209",1990,212,10,10
"5210",1990,435,-7,0
"5211",1990,580,-6,0
"5212",1990,820,4,5
"5213",1990,590,10,10
"5214",1990,553,-9,0
"5215",1990,70,0,2
"5216",1990,432,-7,0
"5217",1990,712,2,4
"5218",1990,600,-8,0
"5219",1990,775,-7,0
"5220",1990,541,-7,0
"5221",1990,565,6,6
"5222",1990,790,5,5
"5223",1990,920,10,10
"5224",1990,93,6,6
"5225",1990,475,-5,0
"5226",1990,436,-7,0
"5227",1990,385,10,10
"5228",1990,210,10,10
"5229",1990,698,-10,0
"5230",1990,770,8,8
"5231",1990,95,8,8
"5232",1990,150,2,3
"5233",1990,135,8,8
"5234",1990,840,8,8
"5235",1990,910,4,4
"5236",1990,290,5,5
"5237",1990,235,10,10
"5238",1990,731,-9,0
"5239",1990,694,-10,0
"5240",1990,732,6,7
"5241",1990,360,5,5
"5242",1990,517,-7,0
"5243",1990,560,5,7
"5244",1990,92,6,6
"5245",1990,670,-10,0
"5246",1990,433,-1,2
"5247",1990,451,-7,0
"5248",1990,830,-2,2
"5249",1990,940,8,8
"5250",1990,520,-7,0
"5251",1990,230,10,10
"5252",1990,780,5,6
"5253",1990,625,-7,0
"5254",1990,115,2,3
"5255",1990,572,-10,0
"5256",1990,380,10,10
"5257",1990,225,10,10
"5258",1990,652,-9,0
"5259",1990,713,-1,2
"5260",1990,510,-6,0
"5261",1990,800,3,4
"5262",1990,461,-7,0
"5263",1990,52,9,9
"5264",1990,616,-5,0
"5265",1990,640,9,9
"5266",1990,696,-8,0
"5267",1990,500,-7,0
"5268",1990,200,10,10
"5269",1990,165,10,10
"5270",1990,2,10,10
"5271",1990,364,0,3
"5272",1990,101,9,9
"5273",1990,818,-7,0
"5274",1990,678,-5,0
"5275",1990,679,-5,-88
"5276",1990,680,-7,0
"5277",1990,345,-5,0
"5278",1990,490,-8,0
"5279",1990,551,-9,0
"5280",1990,552,-6,0
"5281",1991,700,-8,0
"5282",1991,339,1,3
"5283",1991,615,-2,1
"5284",1991,540,-3,-88
"5285",1991,160,7,7
"5286",1991,371,7,7
"5287",1991,900,10,10
"5288",1991,305,10,10
"5289",1991,373,-3,1
"5290",1991,692,-10,0
"5291",1991,211,10,10
"5292",1991,434,6,6
"5293",1991,439,-5,0
"5294",1991,760,-10,0
"5295",1991,370,7,7
"5296",1991,771,6,6
"5297",1991,145,9,9
"5298",1991,571,7,7
"5299",1991,140,8,8
"5300",1991,516,-7,0
"5301",1991,355,8,8
"5302",1991,811,1,-88
"5303",1991,20,10,10
"5304",1991,471,-8,0
"5305",1991,402,8,8
"5306",1991,482,-6,0
"5307",1991,483,-5,-88
"5308",1991,155,8,8
"5309",1991,710,-7,0
"5310",1991,100,9,9
"5311",1991,581,4,5
"5312",1991,484,-1,-88
"5313",1991,94,10,10
"5314",1991,344,-3,1
"5315",1991,40,-7,0
"5316",1991,352,10,10
"5317",1991,315,8,8
"5318",1991,390,10,10
"5319",1991,522,-8,0
"5320",1991,42,6,6
"5321",1991,130,9,9
"5322",1991,651,-6,0
"5323",1991,411,-7,0
"5324",1991,366,6,7
"5325",1991,530,0,-77
"5326",1991,375,10,10
"5327",1991,950,5,6
"5328",1991,220,9,9
"5329",1991,481,-4,0
"5330",1991,420,8,8
"5331",1991,452,-4,-88
"5332",1991,255,10,10
"5333",1991,404,-6,0
"5334",1991,350,10,10
"5335",1991,372,4,5
"5336",1991,90,3,4
"5337",1991,438,-5,0
"5338",1991,110,-7,0
"5339",1991,41,-7,0
"5340",1991,91,6,6
"5341",1991,310,10,10
"5342",1991,750,8,8
"5343",1991,850,-7,0
"5344",1991,205,10,10
"5345",1991,630,-6,0
"5346",1991,645,-9,0
"5347",1991,666,9,9
"5348",1991,325,10,10
"5349",1991,437,-7,0
"5350",1991,51,10,10
"5351",1991,663,-4,1
"5352",1991,740,10,10
"5353",1991,501,-5,0
"5354",1991,690,-9,0
"5355",1991,703,-3,1
"5356",1991,705,-3,1
"5357",1991,812,-7,0
"5358",1991,367,8,8
"5359",1991,450,0,-77
"5360",1991,660,NA,-66
"5361",1991,570,-7,0
"5362",1991,620,-7,0
"5363",1991,368,10,10
"5364",1991,212,10,10
"5365",1991,435,-6,0
"5366",1991,343,6,6
"5367",1991,580,2,-88
"5368",1991,820,4,5
"5369",1991,590,10,10
"5370",1991,553,-9,0
"5371",1991,70,0,2
"5372",1991,359,5,5
"5373",1991,432,0,-88
"5374",1991,712,2,4
"5375",1991,600,-8,0
"5376",1991,775,-7,0
"5377",1991,541,-6,0
"5378",1991,565,6,6
"5379",1991,790,5,5
"5380",1991,920,10,10
"5381",1991,93,6,6
"5382",1991,475,-5,0
"5383",1991,436,1,-88
"5384",1991,385,10,10
"5385",1991,210,10,10
"5386",1991,698,-9,0
"5387",1991,770,8,8
"5388",1991,95,8,8
"5389",1991,150,2,3
"5390",1991,135,8,8
"5391",1991,840,8,8
"5392",1991,910,4,4
"5393",1991,290,8,8
"5394",1991,235,10,10
"5395",1991,731,-9,0
"5396",1991,694,-10,0
"5397",1991,732,6,7
"5398",1991,360,5,5
"5399",1991,517,-7,0
"5400",1991,560,5,7
"5401",1991,92,7,7
"5402",1991,670,-10,0
"5403",1991,433,-1,2
"5404",1991,451,-6,0
"5405",1991,830,-2,2
"5406",1991,349,10,10
"5407",1991,940,8,8
"5408",1991,520,0,-77
"5409",1991,230,10,10
"5410",1991,780,5,6
"5411",1991,625,-7,0
"5412",1991,115,5,6
"5413",1991,572,-10,0
"5414",1991,380,10,10
"5415",1991,225,10,10
"5416",1991,652,-9,0
"5417",1991,702,-2,1
"5418",1991,713,-1,2
"5419",1991,510,-6,0
"5420",1991,800,-1,1
"5421",1991,701,-8,0
"5422",1991,461,-5,-88
"5423",1991,52,9,9
"5424",1991,616,-5,0
"5425",1991,640,9,9
"5426",1991,696,-8,0
"5427",1991,500,-7,0
"5428",1991,200,10,10
"5429",1991,369,6,6
"5430",1991,165,10,10
"5431",1991,2,10,10
"5432",1991,364,0,3
"5433",1991,704,-9,0
"5434",1991,101,9,9
"5435",1991,818,-7,0
"5436",1991,679,-4,-88
"5437",1991,347,-5,0
"5438",1991,345,-5,0
"5439",1991,490,-8,0
"5440",1991,551,6,6
"5441",1991,552,-6,0
"5442",1992,700,0,-77
"5443",1992,339,5,6
"5444",1992,615,-7,0
"5445",1992,540,0,-77
"5446",1992,160,7,7
"5447",1992,371,7,7
"5448",1992,900,10,10
"5449",1992,305,10,10
"5450",1992,373,1,3
"5451",1992,692,-10,0
"5452",1992,211,10,10
"5453",1992,434,6,6
"5454",1992,439,-5,0
"5455",1992,760,-10,0
"5456",1992,370,7,7
"5457",1992,771,6,6
"5458",1992,145,9,9
"5459",1992,346,0,-77
"5460",1992,571,7,7
"5461",1992,140,8,8
"5462",1992,516,-3,-88
"5463",1992,355,8,8
"5464",1992,811,1,-88
"5465",1992,20,10,10
"5466",1992,471,-4,1
"5467",1992,402,8,8
"5468",1992,482,-6,0
"5469",1992,483,-4,0
"5470",1992,155,8,8
"5471",1992,710,-7,0
"5472",1992,100,9,9
"5473",1992,581,4,5
"5474",1992,484,5,6
"5475",1992,94,10,10
"5476",1992,344,-3,1
"5477",1992,40,-7,0
"5478",1992,352,10,10
"5479",1992,315,8,8
"5480",1992,390,10,10
"5481",1992,522,-7,0
"5482",1992,42,6,6
"5483",1992,130,9,9
"5484",1992,651,-6,0
"5485",1992,411,-7,0
"5486",1992,366,6,7
"5487",1992,530,0,-88
"5488",1992,375,10,10
"5489",1992,950,5,6
"5490",1992,220,9,9
"5491",1992,481,-4,0
"5492",1992,420,8,8
"5493",1992,452,-1,1
"5494",1992,255,10,10
"5495",1992,404,-6,0
"5496",1992,350,10,10
"5497",1992,372,4,5
"5498",1992,90,3,4
"5499",1992,438,-5,0
"5500",1992,110,6,6
"5501",1992,41,-7,0
"5502",1992,91,6,6
"5503",1992,310,10,10
"5504",1992,750,8,8
"5505",1992,850,-7,0
"5506",1992,205,10,10
"5507",1992,630,-6,0
"5508",1992,645,-9,0
"5509",1992,666,9,9
"5510",1992,325,10,10
"5511",1992,437,-7,0
"5512",1992,51,10,10
"5513",1992,663,-2,2
"5514",1992,740,10,10
"5515",1992,501,-5,0
"5516",1992,690,-7,0
"5517",1992,703,-3,1
"5518",1992,705,-3,1
"5519",1992,812,-7,0
"5520",1992,367,8,8
"5521",1992,450,0,-77
"5522",1992,660,NA,-66
"5523",1992,570,-7,0
"5524",1992,620,-7,0
"5525",1992,368,10,10
"5526",1992,212,10,10
"5527",1992,435,-6,0
"5528",1992,343,6,6
"5529",1992,580,9,9
"5530",1992,820,4,5
"5531",1992,590,10,10
"5532",1992,553,-9,0
"5533",1992,70,0,2
"5534",1992,359,5,5
"5535",1992,432,7,7
"5536",1992,712,9,9
"5537",1992,600,-7,0
"5538",1992,775,-7,0
"5539",1992,541,-6,0
"5540",1992,565,6,6
"5541",1992,790,5,5
"5542",1992,920,10,10
"5543",1992,93,6,6
"5544",1992,475,-5,0
"5545",1992,436,8,8
"5546",1992,385,10,10
"5547",1992,210,10,10
"5548",1992,698,-9,0
"5549",1992,770,8,8
"5550",1992,95,8,8
"5551",1992,150,7,7
"5552",1992,135,-3,2
"5553",1992,840,8,8
