"","year","ccode","polity2","democ"
"2238",1969,212,10,10
"2239",1969,435,-7,0
"2240",1969,580,-1,2
"2241",1969,820,1,3
"2242",1969,590,9,9
"2243",1969,553,-9,0
"2244",1969,70,-6,0
"2245",1969,432,-7,0
"2246",1969,712,-7,0
"2247",1969,600,-9,0
"2248",1969,775,-7,0
"2249",1969,790,-9,0
"2250",1969,920,10,10
"2251",1969,93,-8,0
"2252",1969,475,-7,0
"2253",1969,436,-7,0
"2254",1969,385,10,10
"2255",1969,210,10,10
"2256",1969,698,-10,0
"2257",1969,95,-7,0
"2258",1969,150,-8,0
"2259",1969,135,-7,0
"2260",1969,840,2,4
"2261",1969,769,1,-88
"2262",1969,290,-7,0
"2263",1969,235,-9,0
"2264",1969,731,-9,0
"2265",1969,732,3,4
"2266",1969,360,-7,0
"2267",1969,817,NA,-66
"2268",1969,517,-5,1
"2269",1969,560,4,7
"2270",1969,92,0,3
"2271",1969,670,-10,0
"2272",1969,433,-7,0
"2273",1969,451,1,3
"2274",1969,830,-2,2
"2275",1969,520,-7,0
"2276",1969,230,-7,0
"2277",1969,780,7,7
"2278",1969,625,2,-88
"2279",1969,572,0,3
"2280",1969,380,10,10
"2281",1969,225,10,10
"2282",1969,652,-7,0
"2283",1969,713,-8,0
"2284",1969,510,-6,0
"2285",1969,800,2,4
"2286",1969,461,-7,0
"2287",1969,52,8,8
"2288",1969,616,-9,0
"2289",1969,640,8,8
"2290",1969,500,-7,0
"2291",1969,200,10,10
"2292",1969,165,8,8
"2293",1969,2,10,10
"2294",1969,364,-7,0
"2295",1969,101,9,9
"2296",1969,678,-3,0
"2297",1969,680,-5,0
"2298",1969,345,-7,0
"2299",1969,490,-9,0
"2300",1969,551,0,3
"2301",1970,700,-7,0
"2302",1970,339,-9,0
"2303",1970,615,-9,0
"2304",1970,160,-9,0
"2305",1970,900,10,10
"2306",1970,305,10,10
"2307",1970,211,10,10
"2308",1970,434,-2,1
"2309",1970,439,-4,0
"2310",1970,760,-10,0
"2311",1970,145,-5,0
"2312",1970,571,6,6
"2313",1970,140,-9,0
"2314",1970,516,-7,0
"2315",1970,355,-7,0
"2316",1970,811,-7,-88
"2317",1970,20,10,10
"2318",1970,471,-7,0
"2319",1970,482,-7,0
"2320",1970,483,-9,0
"2321",1970,155,6,6
"2322",1970,710,-8,0
"2323",1970,100,7,7
"2324",1970,484,-7,0
"2325",1970,94,10,10
"2326",1970,40,-7,0
"2327",1970,352,7,7
"2328",1970,315,-7,0
"2329",1970,390,10,10
"2330",1970,42,-3,1
"2331",1970,816,-7,0
"2332",1970,130,0,4
"2333",1970,651,-7,0
"2334",1970,411,-7,0
"2335",1970,530,-9,0
"2336",1970,375,10,10
"2337",1970,950,9,9
"2338",1970,220,8,8
"2339",1970,481,-9,0
"2340",1970,420,8,8
"2341",1970,265,-9,0
"2342",1970,255,10,10
"2343",1970,452,3,5
"2344",1970,350,-7,0
"2345",1970,90,1,3
"2346",1970,438,-9,0
"2347",1970,110,1,4
"2348",1970,41,-9,0
"2349",1970,91,-1,1
"2350",1970,310,-7,0
"2351",1970,750,9,9
"2352",1970,850,-7,0
"2353",1970,205,10,10
"2354",1970,630,-10,0
"2355",1970,645,-7,0
"2356",1970,666,9,9
"2357",1970,325,10,10
"2358",1970,437,-9,0
"2359",1970,51,10,10
"2360",1970,663,-9,0
"2361",1970,740,10,10
"2362",1970,501,-7,0
"2363",1970,690,-9,0
"2364",1970,812,0,-77
"2365",1970,450,-6,0
"2366",1970,660,5,5
"2367",1970,570,-9,0
"2368",1970,620,-7,0
"2369",1970,212,10,10
"2370",1970,435,-7,0
"2371",1970,580,-1,2
"2372",1970,820,1,3
"2373",1970,590,9,9
"2374",1970,553,-9,0
"2375",1970,70,-6,0
"2376",1970,432,-7,0
"2377",1970,712,-7,0
"2378",1970,600,-9,0
"2379",1970,775,-7,0
"2380",1970,790,-9,0
"2381",1970,920,10,10
"2382",1970,93,-8,0
"2383",1970,475,-7,0
"2384",1970,436,-7,0
"2385",1970,385,10,10
"2386",1970,210,10,10
"2387",1970,698,-10,0
"2388",1970,95,-7,0
"2389",1970,150,-8,0
"2390",1970,135,-7,0
"2391",1970,840,2,4
"2392",1970,769,0,-88
"2393",1970,290,-7,0
"2394",1970,235,-9,0
"2395",1970,731,-9,0
"2396",1970,732,3,4
"2397",1970,360,-7,0
"2398",1970,817,NA,-66
"2399",1970,517,-5,1
"2400",1970,560,4,7
"2401",1970,92,0,3
"2402",1970,670,-10,0
"2403",1970,433,-7,0
"2404",1970,451,1,3
"2405",1970,830,-2,2
"2406",1970,520,-7,0
"2407",1970,230,-7,0
"2408",1970,780,8,8
"2409",1970,625,-2,-88
"2410",1970,572,0,3
"2411",1970,380,10,10
"2412",1970,225,10,10
"2413",1970,652,-9,0
"2414",1970,713,-8,0
"2415",1970,510,-6,0
"2416",1970,800,2,4
"2417",1970,461,-7,0
"2418",1970,52,8,8
"2419",1970,616,-8,0
"2420",1970,640,8,8
"2421",1970,500,-7,0
"2422",1970,200,10,10
"2423",1970,165,8,8
"2424",1970,2,10,10
"2425",1970,364,-7,0
"2426",1970,101,9,9
"2427",1970,678,-3,0
"2428",1970,680,-6,0
"2429",1970,345,-7,0
"2430",1970,490,-9,0
"2431",1970,551,0,3
"2432",1970,552,4,7
"2433",1971,700,-7,0
"2434",1971,339,-9,0
"2435",1971,615,-9,0
"2436",1971,160,-9,0
"2437",1971,900,10,10
"2438",1971,305,10,10
"2439",1971,692,-10,0
"2440",1971,211,10,10
"2441",1971,434,-2,1
"2442",1971,439,-4,0
"2443",1971,760,-10,0
"2444",1971,145,-7,0
"2445",1971,571,6,6
"2446",1971,140,-9,0
"2447",1971,516,-7,0
"2448",1971,355,-7,0
"2449",1971,811,-6,-88
"2450",1971,20,10,10
"2451",1971,471,-7,0
"2452",1971,482,-7,0
"2453",1971,483,-9,0
"2454",1971,155,6,6
"2455",1971,710,-8,0
"2456",1971,100,7,7
"2457",1971,484,-7,0
"2458",1971,94,10,10
"2459",1971,40,-7,0
"2460",1971,352,7,7
"2461",1971,315,-7,0
"2462",1971,390,10,10
"2463",1971,42,-3,1
"2464",1971,816,-7,0
"2465",1971,130,0,4
"2466",1971,651,-7,0
"2467",1971,411,-7,0
"2468",1971,530,-9,0
"2469",1971,375,10,10
"2470",1971,950,9,9
"2471",1971,220,8,8
"2472",1971,481,-9,0
"2473",1971,420,8,8
"2474",1971,265,-9,0
"2475",1971,255,10,10
"2476",1971,452,3,5
"2477",1971,350,-7,0
"2478",1971,90,1,3
"2479",1971,438,-9,0
"2480",1971,110,1,4
"2481",1971,41,-10,0
"2482",1971,91,0,1
"2483",1971,310,-7,0
"2484",1971,750,9,9
"2485",1971,850,-7,0
"2486",1971,205,10,10
"2487",1971,630,-10,0
"2488",1971,645,-7,0
"2489",1971,666,9,9
"2490",1971,325,10,10
"2491",1971,437,-9,0
"2492",1971,51,10,10
"2493",1971,663,-9,0
"2494",1971,740,10,10
"2495",1971,501,-7,0
"2496",1971,690,-8,0
"2497",1971,812,0,-77
"2498",1971,450,-6,0
"2499",1971,660,5,5
"2500",1971,570,-9,0
"2501",1971,620,-7,0
"2502",1971,212,10,10
"2503",1971,435,-7,0
"2504",1971,580,-1,2
"2505",1971,820,4,5
"2506",1971,590,9,9
"2507",1971,553,-9,0
"2508",1971,70,-6,0
"2509",1971,432,-7,0
"2510",1971,712,-7,0
"2511",1971,600,-9,0
"2512",1971,775,-7,0
"2513",1971,790,-9,0
"2514",1971,920,10,10
"2515",1971,93,-8,0
"2516",1971,475,-7,0
"2517",1971,436,-7,0
"2518",1971,385,10,10
"2519",1971,210,10,10
"2520",1971,698,-10,0
"2521",1971,95,-7,0
"2522",1971,150,-8,0
"2523",1971,135,-7,0
"2524",1971,840,2,4
"2525",1971,769,0,-77
"2526",1971,290,-7,0
"2527",1971,235,-9,0
"2528",1971,731,-9,0
"2529",1971,694,-10,0
"2530",1971,732,3,4
"2531",1971,360,-7,0
"2532",1971,817,NA,-66
"2533",1971,517,-5,1
"2534",1971,560,4,7
"2535",1971,92,0,3
"2536",1971,670,-10,0
"2537",1971,433,-7,0
"2538",1971,451,-6,0
"2539",1971,830,-2,2
"2540",1971,520,-7,0
"2541",1971,230,-7,0
"2542",1971,780,8,8
"2543",1971,625,-7,0
"2544",1971,572,0,3
"2545",1971,380,10,10
"2546",1971,225,10,10
"2547",1971,652,-9,0
"2548",1971,713,-8,0
"2549",1971,510,-6,0
"2550",1971,800,-7,0
"2551",1971,461,-7,0
"2552",1971,52,8,8
"2553",1971,616,-9,0
"2554",1971,640,-2,2
"2555",1971,696,-8,0
"2556",1971,500,-7,0
"2557",1971,200,10,10
"2558",1971,165,3,-88
"2559",1971,2,10,10
"2560",1971,364,-7,0
"2561",1971,101,9,9
"2562",1971,678,-3,0
"2563",1971,680,-6,0
"2564",1971,345,-7,0
"2565",1971,490,-9,0
"2566",1971,551,0,3
"2567",1971,552,4,7
"2568",1972,700,-7,0
"2569",1972,339,-9,0
"2570",1972,615,-9,0
"2571",1972,160,-9,0
"2572",1972,900,10,10
"2573",1972,305,10,10
"2574",1972,692,-10,0
"2575",1972,211,10,10
"2576",1972,434,-7,0
"2577",1972,439,-4,0
"2578",1972,760,-10,0
"2579",1972,771,8,8
"2580",1972,145,-7,0
"2581",1972,571,6,6
"2582",1972,140,-9,0
"2583",1972,516,-7,0
"2584",1972,355,-7,0
"2585",1972,811,-5,0
"2586",1972,20,10,10
"2587",1972,471,-8,0
"2588",1972,482,-7,0
"2589",1972,483,-9,0
"2590",1972,155,6,6
"2591",1972,710,-8,0
"2592",1972,100,7,7
"2593",1972,484,-7,0
"2594",1972,94,10,10
"2595",1972,40,-7,0
"2596",1972,352,7,7
"2597",1972,315,-7,0
"2598",1972,390,10,10
"2599",1972,42,-3,1
"2600",1972,816,-7,0
"2601",1972,130,-5,0
"2602",1972,651,-7,0
"2603",1972,411,-7,0
"2604",1972,530,-9,0
"2605",1972,375,10,10
"2606",1972,950,9,9
"2607",1972,220,8,8
"2608",1972,481,-9,0
"2609",1972,420,8,8
"2610",1972,265,-9,0
"2611",1972,255,10,10
"2612",1972,452,-7,0
"2613",1972,350,-7,0
"2614",1972,90,1,3
"2615",1972,438,-9,0
"2616",1972,110,1,4
"2617",1972,41,-10,0
"2618",1972,91,-1,1
"2619",1972,310,-7,0
"2620",1972,750,9,9
"2621",1972,850,-7,0
"2622",1972,205,10,10
"2623",1972,630,-10,0
"2624",1972,645,-7,0
"2625",1972,666,9,9
"2626",1972,325,10,10
"2627",1972,437,-9,0
"2628",1972,51,10,10
"2629",1972,663,-9,0
"2630",1972,740,10,10
"2631",1972,501,-7,0
"2632",1972,690,-8,0
"2633",1972,812,0,-77
"2634",1972,450,-6,0
"2635",1972,660,5,5
"2636",1972,570,-9,0
"2637",1972,620,-7,0
"2638",1972,212,10,10
"2639",1972,435,-7,0
"2640",1972,580,-3,1
"2641",1972,820,4,5
"2642",1972,590,9,9
"2643",1972,553,-9,0
"2644",1972,70,-6,0
"2645",1972,432,-7,0
"2646",1972,712,-7,0
"2647",1972,600,-9,0
"2648",1972,775,-7,0
"2649",1972,790,-9,0
"2650",1972,920,10,10
"2651",1972,93,-8,0
"2652",1972,475,-7,0
"2653",1972,436,-7,0
"2654",1972,385,10,10
"2655",1972,210,10,10
"2656",1972,698,-10,0
"2657",1972,770,4,-88
"2658",1972,95,-7,0
"2659",1972,150,-8,0
"2660",1972,135,-7,0
"2661",1972,840,-9,0
"2662",1972,290,-7,0
"2663",1972,235,-9,0
"2664",1972,731,-9,0
"2665",1972,694,-10,0
"2666",1972,732,-9,0
"2667",1972,360,-7,0
"2668",1972,817,NA,-66
"2669",1972,517,-5,1
"2670",1972,560,4,7
"2671",1972,92,-1,2
"2672",1972,670,-10,0
"2673",1972,433,-7,0
"2674",1972,451,-6,0
"2675",1972,830,-2,2
"2676",1972,520,-7,0
"2677",1972,230,-7,0
"2678",1972,780,8,8
"2679",1972,625,-7,0
"2680",1972,572,0,3
"2681",1972,380,10,10
"2682",1972,225,10,10
"2683",1972,652,-9,0
"2684",1972,713,-8,0
"2685",1972,510,-6,0
"2686",1972,800,-7,0
"2687",1972,461,-7,0
"2688",1972,52,8,8
"2689",1972,616,-9,0
"2690",1972,640,-2,2
"2691",1972,696,-8,0
"2692",1972,500,-7,0
"2693",1972,200,10,10
"2694",1972,165,-3,-88
"2695",1972,2,10,10
"2696",1972,364,-7,0
"2697",1972,101,9,9
"2698",1972,678,-3,0
"2699",1972,680,-6,0
"2700",1972,345,-7,0
"2701",1972,490,-9,0
"2702",1972,551,-9,0
"2703",1972,552,4,7
"2704",1973,700,-7,0
"2705",1973,339,-9,0
"2706",1973,615,-9,0
"2707",1973,160,6,6
"2708",1973,900,10,10
"2709",1973,305,10,10
"2710",1973,692,-7,0
"2711",1973,211,10,10
"2712",1973,434,-7,0
"2713",1973,439,-4,0
"2714",1973,760,-10,0
"2715",1973,771,8,8
"2716",1973,145,-7,0
"2717",1973,571,6,6
"2718",1973,140,-9,0
"2719",1973,516,-7,0
"2720",1973,355,-7,0
"2721",1973,811,-5,0
"2722",1973,20,10,10
"2723",1973,471,-8,0
"2724",1973,482,-7,0
"2725",1973,483,-9,0
"2726",1973,155,-7,0
"2727",1973,710,-8,0
"2728",1973,100,7,7
"2729",1973,484,-7,0
"2730",1973,94,10,10
"2731",1973,40,-7,0
"2732",1973,352,7,7
"2733",1973,315,-7,0
"2734",1973,390,10,10
"2735",1973,42,-3,1
"2736",1973,816,-7,0
"2737",1973,130,-5,0
"2738",1973,651,-7,0
"2739",1973,411,-7,0
"2740",1973,530,-9,0
"2741",1973,375,10,10
"2742",1973,950,9,9
"2743",1973,220,8,8
"2744",1973,481,-9,0
"2745",1973,420,8,8
"2746",1973,265,-9,0
"2747",1973,255,10,10
"2748",1973,452,-7,0
"2749",1973,350,-7,0
"2750",1973,90,1,3
"2751",1973,438,-9,0
"2752",1973,110,1,4
"2753",1973,41,-10,0
"2754",1973,91,-1,1
"2755",1973,310,-7,0
"2756",1973,750,9,9
"2757",1973,850,-7,0
"2758",1973,205,10,10
"2759",1973,630,-10,0
"2760",1973,645,-7,0
"2761",1973,666,9,9
"2762",1973,325,10,10
"2763",1973,437,-9,0
"2764",1973,51,10,10
"2765",1973,663,-9,0
"2766",1973,740,10,10
"2767",1973,501,-7,0
"2768",1973,690,-8,0
"2769",1973,812,-2,-88
"2770",1973,450,-6,0
"2771",1973,660,5,5
"2772",1973,570,-7,0
"2773",1973,620,-7,0
"2774",1973,212,10,10
"2775",1973,435,-7,0
"2776",1973,580,-3,1
"2777",1973,820,4,5
"2778",1973,590,9,9
"2779",1973,553,-9,0
"2780",1973,70,-6,0
"2781",1973,432,-7,0
"2782",1973,712,-7,0
"2783",1973,600,-9,0
"2784",1973,775,-7,0
"2785",1973,790,-9,0
"2786",1973,920,10,10
"2787",1973,93,-8,0
"2788",1973,475,-7,0
"2789",1973,436,-7,0
"2790",1973,385,10,10
"2791",1973,210,10,10
"2792",1973,698,-10,0
"2793",1973,770,8,8
"2794",1973,95,-7,0
"2795",1973,150,-8,0
"2796",1973,135,-7,0
"2797",1973,840,-9,0
"2798",1973,290,-7,0
"2799",1973,235,-9,0
"2800",1973,731,-9,0
"2801",1973,694,-10,0
"2802",1973,732,-8,0
"2803",1973,360,-7,0
"2804",1973,817,-3,1
"2805",1973,517,-7,0
"2806",1973,560,4,7
"2807",1973,92,-1,2
"2808",1973,670,-10,0
"2809",1973,433,-7,0
"2810",1973,451,-6,0
"2811",1973,830,-2,2
"2812",1973,520,-7,0
"2813",1973,230,-7,0
"2814",1973,780,8,8
"2815",1973,625,-7,0
"2816",1973,572,-10,0
"2817",1973,380,10,10
"2818",1973,225,10,10
"2819",1973,652,-9,0
"2820",1973,713,-8,0
"2821",1973,510,-6,0
"2822",1973,800,-2,-88
"2823",1973,461,-7,0
"2824",1973,52,8,8
"2825",1973,616,-9,0
"2826",1973,640,9,9
"2827",1973,696,-8,0
"2828",1973,500,-7,0
"2829",1973,200,10,10
"2830",1973,165,-8,0
"2831",1973,2,10,10
"2832",1973,364,-7,0
"2833",1973,101,9,9
"2834",1973,678,-3,0
"2835",1973,680,-6,0
"2836",1973,345,-7,0
"2837",1973,490,-9,0
"2838",1973,551,-9,0
"2839",1973,552,4,7
"2840",1974,700,-7,0
"2841",1974,339,-9,0
"2842",1974,615,-9,0
"2843",1974,160,6,6
"2844",1974,900,10,10
"2845",1974,305,10,10
"2846",1974,692,-7,0
"2847",1974,211,10,10
"2848",1974,434,-7,0
"2849",1974,439,-4,0
"2850",1974,760,-10,0
"2851",1974,771,-2,2
"2852",1974,145,-7,0
"2853",1974,571,6,6
"2854",1974,140,-4,2
"2855",1974,516,-7,0
"2856",1974,355,-7,0
"2857",1974,811,-5,0
"2858",1974,20,10,10
"2859",1974,471,-8,0
"2860",1974,482,-7,0
"2861",1974,483,-9,0
"2862",1974,155,-7,0
"2863",1974,710,-8,0
"2864",1974,100,8,8
"2865",1974,484,-7,0
"2866",1974,94,10,10
"2867",1974,40,-7,0
"2868",1974,352,10,10
"2869",1974,315,-7,0
"2870",1974,390,10,10
"2871",1974,42,-3,1
"2872",1974,816,-7,0
"2873",1974,130,-5,0
"2874",1974,651,-7,0
"2875",1974,411,-7,0
"2876",1974,530,0,-77
"2877",1974,375,10,10
"2878",1974,950,9,9
"2879",1974,220,8,8
"2880",1974,481,-9,0
"2881",1974,420,8,8
"2882",1974,265,-9,0
"2883",1974,255,10,10
"2884",1974,452,-7,0
"2885",1974,404,-7,0
"2886",1974,350,1,-88
"2887",1974,90,-3,1
"2888",1974,438,-9,0
"2889",1974,110,1,4
"2890",1974,41,-10,0
"2891",1974,91,-1,1
"2892",1974,310,-7,0
"2893",1974,750,9,9
"2894",1974,850,-7,0
"2895",1974,205,10,10
"2896",1974,630,-10,0
"2897",1974,645,-7,0
"2898",1974,666,9,9
"2899",1974,325,10,10
"2900",1974,437,-9,0
"2901",1974,51,10,10
"2902",1974,663,-10,0
"2903",1974,740,10,10
"2904",1974,501,-7,0
"2905",1974,690,-8,0
"2906",1974,812,-5,-88
"2907",1974,450,-6,0
"2908",1974,660,5,5
"2909",1974,570,-7,0
"2910",1974,620,-7,0
"2911",1974,212,10,10
"2912",1974,435,-7,0
"2913",1974,580,-3,1
"2914",1974,820,4,5
"2915",1974,590,9,9
"2916",1974,553,-9,0
"2917",1974,70,-6,0
"2918",1974,432,-7,0
"2919",1974,712,-7,0
"2920",1974,600,-9,0
"2921",1974,775,-6,0
"2922",1974,790,-9,0
"2923",1974,920,10,10
"2924",1974,93,-8,0
"2925",1974,475,-7,0
"2926",1974,436,-7,0
"2927",1974,385,10,10
"2928",1974,210,10,10
"2929",1974,698,-10,0
"2930",1974,770,8,8
"2931",1974,95,-7,0
"2932",1974,150,-8,0
"2933",1974,135,-7,0
"2934",1974,840,-9,0
"2935",1974,290,-7,0
"2936",1974,235,-3,-88
"2937",1974,731,-9,0
"2938",1974,694,-10,0
"2939",1974,732,-8,0
"2940",1974,360,-7,0
"2941",1974,817,-3,1
"2942",1974,517,-7,0
"2943",1974,560,4,7
"2944",1974,92,-1,2
"2945",1974,670,-10,0
"2946",1974,433,-6,0
"2947",1974,451,-6,0
"2948",1974,830,-2,2
"2949",1974,520,-7,0
"2950",1974,230,-7,0
"2951",1974,780,8,8
"2952",1974,625,-7,0
"2953",1974,572,-10,0
"2954",1974,380,10,10
"2955",1974,225,10,10
"2956",1974,652,-9,0
"2957",1974,713,-8,0
"2958",1974,510,-6,0
"2959",1974,800,3,4
"2960",1974,461,-7,0
"2961",1974,52,8,8
"2962",1974,616,-9,0
"2963",1974,640,9,9
"2964",1974,696,-8,0
"2965",1974,500,-7,0
"2966",1974,200,10,10
"2967",1974,165,-8,0
"2968",1974,2,10,10
"2969",1974,364,-7,0
"2970",1974,101,9,9
"2971",1974,678,-4,0
"2972",1974,680,-7,0
"2973",1974,345,-7,0
"2974",1974,490,-9,0
"2975",1974,551,-9,0
"2976",1974,552,4,7
"2977",1975,700,-7,0
"2978",1975,339,-9,0
"2979",1975,615,-9,0
"2980",1975,540,-7,0
"2981",1975,160,6,6
"2982",1975,900,10,10
"2983",1975,305,10,10
"2984",1975,692,-10,0
"2985",1975,211,10,10
"2986",1975,434,-7,0
"2987",1975,439,-4,0
"2988",1975,760,-10,0
"2989",1975,771,-7,0
"2990",1975,145,-7,0
"2991",1975,571,6,6
"2992",1975,140,-4,2
"2993",1975,516,-7,0
"2994",1975,355,-7,0
"2995",1975,811,0,-77
"2996",1975,20,10,10
"2997",1975,471,-8,0
"2998",1975,402,-4,2
"2999",1975,482,-7,0
"3000",1975,483,-7,0
"3001",1975,155,-7,0
"3002",1975,710,-8,0
"3003",1975,100,8,8
"3004",1975,581,5,5
"3005",1975,484,-7,0
"3006",1975,94,10,10
"3007",1975,40,-7,0
"3008",1975,352,10,10
"3009",1975,315,-7,0
"3010",1975,390,10,10
"3011",1975,42,-3,1
"3012",1975,816,-7,0
"3013",1975,130,-5,0
"3014",1975,651,-7,0
"3015",1975,411,-7,0
"3016",1975,530,-7,0
"3017",1975,375,10,10
"3018",1975,950,9,9
"3019",1975,220,8,8
"3020",1975,481,-9,0
"3021",1975,420,8,8
"3022",1975,265,-9,0
"3023",1975,255,10,10
"3024",1975,452,-7,0
"3025",1975,404,-7,0
"3026",1975,350,8,8
"3027",1975,90,-3,1
"3028",1975,438,-9,0
"3029",1975,110,1,4
"3030",1975,41,-10,0
"3031",1975,91,-1,1
"3032",1975,310,-7,0
"3033",1975,750,7,7
"3034",1975,850,-7,0
"3035",1975,205,10,10
"3036",1975,630,-10,0
"3037",1975,645,-7,0
"3038",1975,666,9,9
"3039",1975,325,10,10
"3040",1975,437,-9,0
"3041",1975,51,10,10
"3042",1975,663,-10,0
"3043",1975,740,10,10
"3044",1975,501,-7,0
"3045",1975,690,-8,0
"3046",1975,812,-7,0
"3047",1975,450,-6,0
"3048",1975,660,0,-77
"3049",1975,570,-7,0
"3050",1975,620,-7,0
"3051",1975,212,10,10
"3052",1975,435,-7,0
"3053",1975,580,-6,0
"3054",1975,820,4,5
"3055",1975,590,9,9
"3056",1975,553,-9,0
"3057",1975,70,-6,0
"3058",1975,432,-7,0
"3059",1975,712,-7,0
"3060",1975,600,-9,0
"3061",1975,775,-6,0
"3062",1975,541,-8,0
"3063",1975,790,-9,0
"3064",1975,920,10,10
"3065",1975,93,-8,0
"3066",1975,475,-7,0
"3067",1975,436,-7,0
"3068",1975,385,10,10
"3069",1975,210,10,10
"3070",1975,698,-10,0
"3071",1975,770,8,8
"3072",1975,95,-7,0
"3073",1975,150,-8,0
"3074",1975,135,-7,0
"3075",1975,840,-9,0
"3076",1975,910,4,4
"3077",1975,290,-7,0
"3078",1975,235,3,-88
"3079",1975,731,-9,0
"3080",1975,694,-10,0
"3081",1975,732,-8,0
"3082",1975,360,-7,0
"3083",1975,817,-3,1
"3084",1975,517,-7,0
"3085",1975,560,4,7
"3086",1975,92,-1,2
"3087",1975,670,-10,0
"3088",1975,433,-6,0
"3089",1975,451,-6,0
"3090",1975,830,-2,2
"3091",1975,520,-7,0
"3092",1975,230,-3,-88
"3093",1975,780,8,8
"3094",1975,625,-7,0
"3095",1975,115,5,5
"3096",1975,572,-10,0
"3097",1975,380,10,10
"3098",1975,225,10,10
"3099",1975,652,-9,0
"3100",1975,713,-7,0
"3101",1975,510,-6,0
"3102",1975,800,3,4
"3103",1975,461,-7,0
"3104",1975,52,8,8
"3105",1975,616,-9,0
"3106",1975,640,9,9
"3107",1975,696,-8,0
"3108",1975,500,-7,0
"3109",1975,200,10,10
"3110",1975,165,-8,0
"3111",1975,2,10,10
"3112",1975,364,-7,0
"3113",1975,101,9,9
"3114",1975,678,-4,0
"3115",1975,680,-7,0
"3116",1975,345,-7,0
"3117",1975,490,-9,0
"3118",1975,551,-9,0
"3119",1975,552,4,7
"3120",1976,700,-7,0
"3121",1976,339,-9,0
"3122",1976,615,-9,0
"3123",1976,540,-7,0
"3124",1976,160,-9,0
"3125",1976,900,10,10
"3126",1976,305,10,10
"3127",1976,692,-10,0
"3128",1976,211,10,10
"3129",1976,434,-7,0
"3130",1976,439,-4,0
"3131",1976,760,-10,0
"3132",1976,771,-7,0
"3133",1976,145,-7,0
"3134",1976,571,6,6
"3135",1976,140,-4,2
"3136",1976,516,-7,0
"3137",1976,355,-7,0
"3138",1976,811,-7,0
"3139",1976,20,10,10
"3140",1976,471,-8,0
"3141",1976,402,-4,2
"3142",1976,482,-7,0
"3143",1976,483,-7,0
"3144",1976,155,-7,0
"3145",1976,710,-7,0
"3146",1976,100,8,8
"3147",1976,581,-4,0
"3148",1976,484,-7,0
"3149",1976,94,10,10
"3150",1976,40,-7,0
"3151",1976,352,10,10
"3152",1976,315,-7,0
"3153",1976,390,10,10
"3154",1976,42,-3,1
"3155",1976,816,-7,0
"3156",1976,130,-5,0
"3157",1976,651,-6,0
"3158",1976,411,-7,0
"3159",1976,530,-7,0
"3160",1976,375,10,10
"3161",1976,950,9,9
"3162",1976,220,8,8
"3163",1976,481,-9,0
"3164",1976,420,8,8
"3165",1976,265,-9,0
"3166",1976,255,10,10
"3167",1976,452,-7,0
"3168",1976,404,-7,0
"3169",1976,350,8,8
"3170",1976,90,-3,1
"3171",1976,438,-9,0
"3172",1976,110,1,4
"3173",1976,41,-10,0
"3174",1976,91,-1,1
"3175",1976,310,-7,0
"3176",1976,750,7,7
"3177",1976,850,-7,0
"3178",1976,205,10,10
"3179",1976,630,-10,0
"3180",1976,645,-7,0
"3181",1976,666,9,9
"3182",1976,325,10,10
"3183",1976,437,-9,0
"3184",1976,51,10,10
"3185",1976,663,-10,0
"3186",1976,740,10,10
"3187",1976,501,-7,0
"3188",1976,690,-10,0
"3189",1976,812,-7,0
"3190",1976,450,-6,0
"3191",1976,660,0,-77
"3192",1976,570,-7,0
"3193",1976,620,-7,0
"3194",1976,212,10,10
"3195",1976,435,-7,0
"3196",1976,580,-6,0
"3197",1976,820,4,5
"3198",1976,590,9,9
"3199",1976,553,-9,0
"3200",1976,70,-6,0
"3201",1976,432,-7,0
"3202",1976,712,-7,0
"3203",1976,600,-9,0
"3204",1976,775,-6,0
"3205",1976,541,-8,0
"3206",1976,790,-9,0
"3207",1976,920,10,10
"3208",1976,93,-8,0
"3209",1976,475,-7,0
"3210",1976,436,-7,0
"3211",1976,385,10,10
"3212",1976,210,10,10
"3213",1976,698,-10,0
"3214",1976,770,8,8
"3215",1976,95,-7,0
"3216",1976,150,-8,0
"3217",1976,135,-7,0
"3218",1976,840,-9,0
"3219",1976,910,4,4
"3220",1976,290,-7,0
"3221",1976,235,9,9
"3222",1976,731,-9,0
"3223",1976,694,-10,0
"3224",1976,732,-8,0
"3225",1976,360,-7,0
"3226",1976,517,-7,0
"3227",1976,560,4,7
"3228",1976,92,-1,2
"3229",1976,670,-10,0
"3230",1976,433,-6,0
"3231",1976,451,-6,0
"3232",1976,830,-2,2
"3233",1976,520,-7,0
"3234",1976,230,1,-88
"3235",1976,780,8,8
"3236",1976,625,-7,0
"3237",1976,115,5,5
"3238",1976,572,-10,0
"3239",1976,380,10,10
"3240",1976,225,10,10
"3241",1976,652,-9,0
"3242",1976,713,-7,0
"3243",1976,510,-6,0
"3244",1976,800,-7,0
"3245",1976,461,-7,0
"3246",1976,52,8,8
"3247",1976,616,-9,0
"3248",1976,640,9,9
"3249",1976,696,-8,0
"3250",1976,500,-7,0
"3251",1976,200,10,10
"3252",1976,165,-8,0
"3253",1976,2,10,10
"3254",1976,364,-7,0
"3255",1976,101,9,9
"3256",1976,818,-7,0
"3257",1976,678,-4,0
"3258",1976,680,-7,0
